Player,2012/2013 - Number of Injuries,2012/2013 - Games Missed,2013/2014 - Number of Injuries,2013/2014 - Games Missed,2014/2015 - Number of Injuries,2014/2015 - Games Missed,Total Number of Injuries (2012-2014),Total Games Missed (2012-2014),Age first concussion (2012-2014),Team(s) during concussion incidents 2012-2014,Roles during injuries,Current Age (approx.),Date of Birth,Biography,Wikipedia Url,Image
Jeremy Mincey,,,1,3,,,1,3,29.79,Jacksonville Jaguars,Defensive End,31,14/12/1983,"Jeremy Lamar Mincey (born December 14, 1983) is an American football defensive end for the Dallas Cowboys of the National Football League (NFL). He played college football for the University of Florida. Mincey was selected by the New England Patriots in the sixth round of the 2006 NFL Draft, and has played for the NFL's San Francisco 49ers, Jacksonville Jaguars and Denver Broncos. ",http://en.wikipedia.org/wiki/Jeremy_Mincey,//upload.wikimedia.org/wikipedia/commons/e/e5/Jeremy_Mincey.JPG
Brodrick Bunkley,,,,,1,0,1,0,30.90,New Orleans Saints,Defensive Tackle,31,23/11/1983,"Brodrick Bunkley (born November 23, 1983) is an American football nose tackle for the New Orleans Saints of the National Football League (NFL). He was drafted by the Philadelphia Eagles in the first round of the 2006 NFL Draft. He played college football at Florida State. Bunkley has also played for the Denver Broncos. ",http://en.wikipedia.org/wiki/Brodrick_Bunkley,//upload.wikimedia.org/wikipedia/commons/5/56/Brodrick_Bunkley_2007.jpg
Brandon Weeden,1,0,1,4,,,2,4,29.12,Cleveland Browns,Quarterback,31,14/10/1983,"Brandon Kyle Weeden (born October 14, 1983) is an American football quarterback for the Dallas Cowboys of the National Football League (NFL). He was drafted as the 22nd overall pick in the 2012 NFL Draft by the Cleveland Browns. ",http://en.wikipedia.org/wiki/Brandon_Weeden,//upload.wikimedia.org/wikipedia/commons/a/ab/Brandon_Weeden_%28CROP%29.jpg
D'Qwell Jackson,1,0,,,,,1,0,29.03,Cleveland Browns,Linebacker,31,26/09/1983,"D'Qwell Jackson (born September 26, 1983) is an American football linebacker for the Indianapolis Colts of the National Football League. He was drafted by the Cleveland Browns in the second round of the 2006 NFL Draft. He played college football at the University of Maryland. ",http://en.wikipedia.org/wiki/D'Qwell_Jackson,//upload.wikimedia.org/wikipedia/commons/f/fe/D%27Qwell_Jackson.JPG
Larry Fitzgerald,,,1,0,,,1,0,30.29,Arizona Cardinals,Wide Receiver,31,31/08/1983,"Larry Darnell Fitzgerald, Jr. (born August 31, 1983) is an American football wide receiver for the Arizona Cardinals of the National Football League (NFL). He played college football for the University of Pittsburgh, and earned unanimous All-American honors. The Arizona Cardinals chose Fitzgerald with the third overall pick in the 2004 NFL Draft, and he has played his entire professional career for the team. He has been selected for the Pro Bowl seven times, and currently ranks fifth all-time in NFL history in receiving yards per game for a career (76.0 yards per game), behind Calvin Johnson, Andre Johnson, Torry Holt, and Marvin Harrison. On November 24, 2013, at 30 years and 85 days of age, he became the youngest NFL receiver to reach 11,000 career receiving yards, surpassing the previous record-holder, Randy Moss. He agreed to an eight-year, $120 million contract extension on August 20, 2011. ",http://en.wikipedia.org/wiki/Larry_Fitzgerald,//upload.wikimedia.org/wikipedia/commons/0/07/Larry_Fitzgerald_060621-F-0782R-007_0T3TE_crop.jpg
Darren Sproles,,,1,0,,,1,0,30.37,New Orleans Saints,Running Back,31,20/06/1983,"Darren Lee Sproles (born June 20, 1983), nicknamed ""Big Daddy"", is an American football running back for the Philadelphia Eagles of the National Football League (NFL). He was drafted by the San Diego Chargers in the fourth round of the 2005 NFL Draft. He played college football at Kansas State, where he is the all-time leading rusher.",http://en.wikipedia.org/wiki/Darren_Sproles,//upload.wikimedia.org/wikipedia/commons/a/aa/Darren_Sproles_in_2011.jpg
Gerald Sensabaugh,1,0,,,,,1,0,29.23,Dallas Cowboys,Safety,31,13/06/1983,"Gerald Lind Sensabaugh, Jr. (born June 13, 1983) is a former American football safety. He was drafted by the Jacksonville Jaguars in the fifth round of the 2005 NFL Draft. He has also played for the Dallas Cowboys. He played college football at North Carolina and East Tennessee State University. ",http://en.wikipedia.org/wiki/Gerald_Sensabaugh,//upload.wikimedia.org/wikipedia/commons/7/74/Gerald_Sensabaugh%2C.JPG
Joshua Cribbs,1,0,,,,,1,0,29.30,Cleveland Browns,Wide Receiver,31,9/06/1983,"Joshua ""Josh"" Cribbs (born June 9, 1983) is an American football wide receiver and return specialist for the Indianapolis Colts of the National Football League. He was signed by the Cleveland Browns as an undrafted free agent in 2005. He played college football for Kent State University. He has tied the NFL career record with eight kickoff returns for touchdowns, and also the NFL record with two kickoffs of 100 yards or more returned for touchdowns in a single game.",http://en.wikipedia.org/wiki/Josh_Cribbs,//upload.wikimedia.org/wikipedia/commons/f/f7/Josh_Cribbsay_at_Playboy_Mansion%2C_Beverly_Hills.jpg
Jay Cutler,1,1,,,,,1,1,29.54,Chicago Bears,Quarterback,32,29/04/1983,"Jay Christopher Cutler (born April 29, 1983) is an American football quarterback for the Chicago Bears of the National Football League (NFL). He was drafted by the Denver Broncos in the first round of the 2006 NFL Draft. He played college football at Vanderbilt. ",http://en.wikipedia.org/wiki/Jay_Cutler_(American_football),//upload.wikimedia.org/wikipedia/commons/0/04/Jay_Cutler_-_11-01-2009_%28cropped%29.jpg
Mike Brisiel,2,1,,,,,2,1,29.59,Oakland Raiders,Guard,32,14/03/1983,"Michael Scott Brisiel (born March 14, 1983) is an American football guard who is currently a free agent. He played college football at Colorado State and was signed by the Houston Texans as an undrafted free agent in 2006. Brisiel would play for the Texans from 2007 to 2011. Brisiel was released by the Raiders on April 1, 2014.",http://en.wikipedia.org/wiki/Mike_Brisiel,//upload.wikimedia.org/wikipedia/commons/7/73/Mike_Brisiel_2012.JPG
Charlie Peprah,1,0,,,,,1,0,29.73,Dallas Cowboys,Safety,32,24/02/1983,"Charles Yaw ""Charlie"" Peprah (born February 24, 1983) is an American football safety who is currently a free agent. After playing college football for Alabama, he was drafted by the New York Giants in the fifth round of the 2006 NFL Draft. He played for the Green Bay Packers from 2006 to 2008, the Atlanta Falcons in 2009, the Packers again from 2010 to 2011, and the Dallas Cowboys in 2012.",http://en.wikipedia.org/wiki/Charlie_Peprah,//upload.wikimedia.org/wikipedia/commons/7/76/Charlie_Peprah.jpg
Tony Scheffler,,,1,11,,,1,11,30.64,Detroit Lions,Tight End,32,15/02/1983,"Tony Scheffler (born February 15, 1983) is a former American football tight end of the National Football League (NFL). He was drafted by the Denver Broncos in the second round of the 2006 NFL Draft. He played college football and baseball at Western Michigan. ",http://en.wikipedia.org/wiki/Tony_Scheffler,//upload.wikimedia.org/wikipedia/commons/e/e1/Tony_Scheffler_2011.jpg
Antrel Rolle,1,0,,,,,1,0,29.87,New York Giants,Safety,32,16/12/1982,"Antrel Rocelious Rolle (born December 16, 1982) is an American football safety for the New York Giants of the National Football League (NFL). He played college football for the University of Miami, where he was recognized as a unanimous All-American. The Arizona Cardinals chose him in the first round of the 2005 NFL Draft, and he was a member of the New York Giants' Super Bowl XLVI championship team.",http://en.wikipedia.org/wiki/Antrel_Rolle,//upload.wikimedia.org/wikipedia/commons/c/ca/Antrel_Rolle_2014.jpg
Devin Hester,1,1,,,,,1,1,30.06,Chicago Bears,Wide Receiver,32,4/11/1982,"Devin Devorris Hester (born November 4, 1982) is an American football player for the Atlanta Falcons of the National Football League (NFL). He is primarily a return specialist and wide receiver, who previously played as a cornerback. ",http://en.wikipedia.org/wiki/Devin_Hester,//upload.wikimedia.org/wikipedia/commons/9/92/Devin_Hester_%28cropped%29.jpg
Reed Doughty,,,2,1,,,2,1,30.96,Washington Redskins,Safety,32,4/11/1982,"Reed Doughty (born November 4, 1982) is an American football safety who is currently a free agent. He was drafted by the Washington Redskins in the sixth round, with the 173rd overall pick, of the 2006 NFL Draft. He played college football at the University of Northern Colorado. ",http://en.wikipedia.org/wiki/Reed_Doughty,//upload.wikimedia.org/wikipedia/commons/f/f0/Reed_doughty_2011.jpg
Billy Bajema,1,0,,,,,1,0,30.16,Baltimore Ravens,Tight End,32,31/10/1982,"William Daryl Bajema II (born October 31, 1982) is an American football tight end who is currently a free agent. He was drafted by the San Francisco 49ers in the seventh round of the 2005 NFL Draft. He played college football at Oklahoma State. ",http://en.wikipedia.org/wiki/Billy_Bajema,//upload.wikimedia.org/wikipedia/commons/d/dd/Billy_Bajema_Navy_Stadium_2012_Practice.jpg
Raymond Ventrone,,,1,0,,,1,0,30.92,San Francisco 49ers,Safety,32,21/10/1982,"Raymond Ventrone ( /vɛnˈtroʊn/; born October 21, 1982) is an American football safety for the San Francisco 49ers of the National Football League (NFL). He was signed by the New England Patriots as an undrafted free agent in 2005. He played college football at Villanova. ",http://en.wikipedia.org/wiki/Raymond_Ventrone,//upload.wikimedia.org/wikipedia/commons/5/5a/Ray_Ventrone.JPG
Matt Giordano,2,0,,,,,2,0,30.07,Oakland Raiders,Safety,32,16/10/1982,"Matthew Victor Giordano (born October 16, 1982) is an American football safety who is currently a free agent. He was drafted by the Indianapolis Colts in the fourth round of the 2005 NFL Draft. Giordano grew up in Clovis, California and played college football at Fresno City College and University of California, Berkeley. ",http://en.wikipedia.org/wiki/Matt_Giordano,//upload.wikimedia.org/wikipedia/commons/d/d0/Matt_Giordano.jpg
Dan Connolly,1,1,1,1,1,1,3,3,30.02,New England Patriots,Guard,32,2/09/1982,"Daniel Paul Connolly (born September 2, 1982) is an American football guard and center for the New England Patriots of the National Football League (NFL). He was signed by the Jacksonville Jaguars as an undrafted free agent in 2005. He played college football at Southeast Missouri State. ",http://en.wikipedia.org/wiki/Dan_Connolly_(American_football),//upload.wikimedia.org/wikipedia/commons/8/88/Dan_Connolly_%28American_football%29.JPG
Jason Hatcher,1,0,,,,,1,0,30.36,Dallas Cowboys,Defensive Tackle,32,13/07/1982,"Jason Dewayne Hatcher (born July 13, 1982) is an American football defensive end for the Washington Redskins of the National Football League (NFL). He was drafted by the Dallas Cowboys in the third round of the 2006 NFL Draft. He played college football at Grambling State. ",http://en.wikipedia.org/wiki/Jason_Hatcher,//upload.wikimedia.org/wikipedia/commons/2/29/Hatcher_Jason.jpg
Alex Smith,2,9,1,0,,,3,9,30.32,"Cleveland Browns, San Francisco 49ers, Cincinnati Bengals","Tight End, Quarterback",32,22/05/1982,"Edwin Alexander ""Alex"" Smith (born May 22, 1982), is an American football tight end for the Cincinnati Bengals of the National Football League (NFL). He was drafted by the Tampa Bay Buccaneers in the third round of the 2005 NFL Draft. He played college football at Stanford.",http://en.wikipedia.org/wiki/Alex_Smith_(tight_end),http://upload.wikimedia.org/wikipedia/commons/b/b9/Alex_Smith_tight_end.jpg
Matt Cassel,1,1,,,,,1,1,30.39,Kansas City Chiefs,Quarterback,33,17/05/1982,"Matthew Brennan Cassel (born May 17, 1982) is an American football quarterback for the Minnesota Vikings of the National Football League (NFL). He played college football for the University of Southern California (USC), and was drafted by the New England Patriots in the seventh round of the 2005 NFL Draft. ",http://en.wikipedia.org/wiki/Matt_Cassel,//upload.wikimedia.org/wikipedia/commons/3/31/Matt_Cassel_Chiefs_2010_%28cropped%29.jpg
Dunta Robinson,1,0,,,,,1,0,30.72,Atlanta Falcons,Cornerback,33,11/04/1982,"Willie Dunta Robinson ( /ˈdɒnteɪ/ DON-tay; born April 11, 1982) is an American football cornerback who is currently a free agent. He was drafted by the Houston Texans 10th overall in the 2004 NFL Draft. He played college football at South Carolina. ",http://en.wikipedia.org/wiki/Dunta_Robinson,//upload.wikimedia.org/wikipedia/en/7/72/Dunta_Robinson1.jpg
Devery Henderson,1,1,,,,,1,1,30.46,New Orleans Saints,Wide Receiver,33,26/03/1982,"Devery Vaughn Henderson, Jr. (born March 26, 1982) is a ten year veteran of the National Football League who is currently a free agent. The Louisiana-born Henderson went to LSU where he and the Tigers won the 2004 BCS National Championship Game for the 2003 NCAA Division I-A football season. A few months later, the New Orleans Saints selected Henderson in the second round of the 2004 NFL Draft. ",http://en.wikipedia.org/wiki/Devery_Henderson,//upload.wikimedia.org/wikipedia/commons/4/42/Devery_Henderson_at_SB_XLIV_victory_parade.jpg
Nate Livings,1,0,,,,,1,0,30.73,Dallas Cowboys,Guard,33,16/03/1982,"Nathaniel Joseph Livings (born March 16, 1982) is an American football guard. He was signed by the Cincinnati Bengals as an undrafted free agent in 2006. He played college football at Louisiana State. ",http://en.wikipedia.org/wiki/Nate_Livings,http://wac.450f.edgecastcdn.net/80450F/107jamz.com/files/2011/04/89614090.jpg
Jabari Greer,1,1,,,,,1,1,30.86,New Orleans Saints,Cornerback,33,11/02/1982,"Jabari Amin Greer (born February 11, 1982) is a former American football cornerback in the National Football League (NFL). He was signed by the Buffalo Bills as an undrafted free agent in 2004 and also played for the New Orleans Saints. He played college football at Tennessee. ",http://en.wikipedia.org/wiki/Jabari_Greer,//upload.wikimedia.org/wikipedia/commons/6/65/Jabari_Greer_2011-01-08.jpg
Jason Campbell,,,1,1,,,1,1,31.90,Cleveland Browns,Quarterback,33,31/12/1981,"Jason S. Campbell (born December 31, 1981) is an American football quarterback for the Cincinnati Bengals of the National Football League (NFL). He was drafted by the Washington Redskins in the first round of the 2005 NFL Draft. He played college football at Auburn. ",http://en.wikipedia.org/wiki/Jason_Campbell,//upload.wikimedia.org/wikipedia/commons/d/dc/Jason_Campbell_2011.JPG
Andrew Whitworth,1,0,1,0,,,2,0,31,Cincinnati Bengals,"Offensive Tackle, Defensive End",33,12/12/1981,"Andrew James Whitworth (born December 12, 1981) is an American football offensive lineman for the Cincinnati Bengals of the National Football League (NFL). He played college football for Louisiana State University (LSU). He was chosen in the second round of the 2006 NFL Draft. ",http://en.wikipedia.org/wiki/Andrew_Whitworth,//upload.wikimedia.org/wikipedia/commons/c/cc/Andrew_Whitworth_Bengals_camp_2012.jpg
Sean Considine,1,0,,,,,1,0,30.87,Baltimore Ravens,Safety,33,28/10/1981,"Sean Considine (born October 28, 1981) is an American football safety who is currently a free agent. He was drafted by the Philadelphia Eagles in the fourth round of the 2005 NFL Draft. He played college football at Iowa. ",http://en.wikipedia.org/wiki/Sean_Considine,//upload.wikimedia.org/wikipedia/commons/4/43/Sean_Considine_MT_Stadium_2012_Practice.jpg
Willis McGahee,,,1,1,,,1,1,32.13,Cleveland Browns,Running Back,33,21/10/1981,"Willis Andrew McGahee, III (born October 21, 1981) is an American football running back who is currently a free agent. He played college football for the University of Miami, where he was recognized as a consensus All-American. The Buffalo Bills selected him in the first round of the 2003 NFL Draft. After a four-year career with the Bills, McGahee played for the Baltimore Ravens from 2007 to 2010, and the Denver Broncos for two seasons. He has been chosen for the Pro Bowl twice.",http://en.wikipedia.org/wiki/Willis_McGahee,//upload.wikimedia.org/wikipedia/commons/1/1f/Willis_McGahee.jpg
Jay Ratliff,,,,,1,3,1,3,33.04,Chicago Bears,Defensive Tackle,33,29/08/1981,"Jeremiah Jerome Ratliff (born August 29, 1981), is an American football defensive tackle for the Chicago Bears of the National Football League (NFL). He played college football for Auburn University. He was drafted by the Dallas Cowboys in the seventh round of the 2005 NFL Draft, and he was selected to four straight Pro Bowls. ",http://en.wikipedia.org/wiki/Jeremiah_Ratliff,//upload.wikimedia.org/wikipedia/en/c/cf/Jayrat08.jpg
Jon Condo,1,0,,,,,1,0,31.04,Oakland Raiders,Long Snapper,33,26/08/1981,"Jonathan Condo (born August 26, 1981) is an American football long snapper for the Oakland Raiders in the National Football League (NFL). He played college football for the University of Maryland, and signed with the Dallas Cowboys as an undrafted free agent in 2005. He has been selected for the Pro Bowl twice.",http://en.wikipedia.org/wiki/Jon_Condo,//upload.wikimedia.org/wikipedia/commons/6/65/Jon_Condo.JPG
Andre Johnson,,,1,0,,,1,0,32.18,Houston Texans,Wide Receiver,33,11/07/1981,"Andre Lamont Johnson (born July 11, 1981) is an American football wide receiver for the Houston Texans of the National Football League (NFL). He was drafted by the Texans third overall in the 2003 NFL Draft. He played college football for the University of Miami. Johnson is second all-time in NFL history in receiving yards per game (80.4), trailing only Calvin Johnson (83.0), and holds nearly every Texans receiving record. ",http://en.wikipedia.org/wiki/Andre_Johnson,//upload.wikimedia.org/wikipedia/commons/e/ee/Andre_Johnson_2010.jpg
Wes Welker,,,1,3,,,1,3,32.61,Denver Broncos,Wide Receiver,34,1/05/1981,"Wesley Carter ""Wes"" Welker (born May 1, 1981) is an American football wide receiver and return specialist for the Denver Broncos of the National Football League (NFL). He played college football for Texas Tech University and was signed by the San Diego Chargers as an undrafted free agent. He later played for the Miami Dolphins and the New England Patriots. ",http://en.wikipedia.org/wiki/Wes_Welker,//upload.wikimedia.org/wikipedia/commons/d/db/Wes_Welker.JPG
Fred Jackson,1,1,,,,,1,1,31.72,Buffalo Bills,Running Back,34,20/02/1981,"Frederick George ""Fred"" Jackson (born February 20, 1981) is an American football running back for the Buffalo Bills of the National Football League (NFL). He attended Lamar High School in Arlington, Texas. Jackson is known for his versatility and elusiveness, he is currently one of six team captains on the Buffalo Bills. As of the 2014 season, he is the oldest running back in the NFL.",http://en.wikipedia.org/wiki/Fred_Jackson_(American_football),//upload.wikimedia.org/wikipedia/commons/5/53/Fred_Jackson_NY_Jets_vs._Buffalo%2C_Oct_2009_-_05.jpg
Drayton Florence,1,0,,,,,1,0,31.92,Detroit Lions,Cornerback,34,19/12/1980,"Drayton Florence, Jr. (born December 19, 1980) is a American football cornerback who is currently a free agent. He was drafted by the San Diego Chargers in the second round of the 2003 NFL Draft. He played college football at Tennessee-Chattanooga and Tuskegee. ",http://en.wikipedia.org/wiki/Drayton_Florence,//upload.wikimedia.org/wikipedia/commons/3/38/Drayton_Florence_2006.jpg
Benjamin Watson,,,1,1,,,1,1,32.90,New Orleans Saints,Tight End,34,18/12/1980,"Benjamin Watson (born December 18, 1980) is an American football tight end for the New Orleans Saints. He was drafted by the New England Patriots 32nd overall in the 2004 NFL draft. He played college football at Georgia. ",http://en.wikipedia.org/wiki/Benjamin_Watson,//upload.wikimedia.org/wikipedia/commons/a/a7/Benjamin_Watson.jpg
Rashean Mathis,,,1,0,,,1,0,33.09,Detroit Lions,Cornerback,34,27/08/1980,"Rashean Jamil Mathis ( /rəˈʃiːn/; born August 27, 1980) is an American football cornerback for the Detroit Lions of the National Football League (NFL). He played college football at Bethune-Cookman University, and was drafted by the Jacksonville Jaguars in the second round of the 2003 NFL Draft. ",http://en.wikipedia.org/wiki/Rashean_Mathis,//upload.wikimedia.org/wikipedia/commons/6/68/Rashean_Mathis_in_2009.jpg
Michael Vick,1,6,,,,,1,6,32.38,Philadelphia Eagles,Quarterback,34,26/06/1980,"Michael Dwayne Vick (born June 26, 1980) is an American football quarterback for the New York Jets of the National Football League (NFL). He has previously played for the Atlanta Falcons and Philadelphia Eagles. ",http://en.wikipedia.org/wiki/Michael_Vick,//upload.wikimedia.org/wikipedia/commons/7/7f/Michael-Vick_Jets-vs-Eagles-Sept-3-2009_Post-Game-Interview_%28cropped%29.jpg
Ike Taylor,,,1,0,,,1,0,33.50,Pittsburgh Steelers,Cornerback,35,5/05/1980,"Ivan ""Ike"" Taylor (born May 5, 1980) is an American football cornerback for the Pittsburgh Steelers of the National Football League (NFL). He was drafted by the Steelers in the fourth round of the 2003 NFL Draft. He played college football at Louisiana-Lafayette. ",http://en.wikipedia.org/wiki/Ike_Taylor,//upload.wikimedia.org/wikipedia/commons/c/c8/Ike_Taylor.JPG
Ryan Clark,2,0,,,,,2,0,33.04,Pittsburgh Steelers,Safety,35,12/10/1979,"Ryan Terry Clark (born October 12, 1979) is an American football free safety for the Washington Redskins of the National Football League (NFL). He played college football at Louisiana State University (LSU), and was signed by the New York Giants as an undrafted free agent in 2002. Clark has also played for the Pittsburgh Steelers. ",http://en.wikipedia.org/wiki/Ryan_Clark_(American_football),//upload.wikimedia.org/wikipedia/commons/4/46/Ryan_clark_2014.jpg
Santana Moss,1,0,,,,,1,0,33.43,Washington Redskins,Wide Receiver,35,1/06/1979,"Santana Terrell Moss (born June 1, 1979) is an American football wide receiver for the Washington Redskins of the National Football League (NFL). He played college football for the University of Miami, where he earned All-American honors. Moss was picked by the New York Jets in the first round of the 2001 NFL Draft and has since been selected All-Pro twice.",http://en.wikipedia.org/wiki/Santana_Moss,//upload.wikimedia.org/wikipedia/commons/8/8e/Santana_Moss89.jpg
Sheldon Brown,1,1,,,,,1,1,33.76,Cleveland Browns,Cornerback,36,19/03/1979,"Sheldon Dion Brown (born March 19, 1979 in Lancaster, South Carolina ) is an American football cornerback who is currently a free agent. He was drafted by the Philadelphia Eagles in the second round of the 2002 NFL Draft. He played college football at South Carolina. ",http://en.wikipedia.org/wiki/Sheldon_Brown_(American_football),//upload.wikimedia.org/wikipedia/commons/0/0b/Sheldon-Brown-2008-11-02-vsSeahawks.jpg
Terence Newman,1,0,,,,,1,0,34.21,Cincinnati Bengals,Cornerback,36,4/09/1978,"Terence Newman (born September 4, 1978) is an American football cornerback for the Cincinnati Bengals of the National Football League (NFL). He played college football for Kansas State University, and received unanimous All-American recognition. The Dallas Cowboys selected him with the fifth overall pick in the 2003 NFL Draft, and he has been chosen for the Pro Bowl twice.",http://en.wikipedia.org/wiki/Terence_Newman,//upload.wikimedia.org/wikipedia/commons/3/38/Terence_Newman_2014_Bengals_training_camp.jpg
John Abraham,,,,,1,8,1,8,36.34,Arizona Cardinals,Linebacker,37,6/05/1978,"John Antonio Abraham (born May 6, 1978) is an American football outside linebacker for the Arizona Cardinals of the National Football League (NFL). He played college football for the University of South Carolina. Abraham was drafted by the New York Jets in the first round of the 2000 NFL Draft, and has also played for the Atlanta Falcons of the NFL.",http://en.wikipedia.org/wiki/John_Abraham_(American_football),//upload.wikimedia.org/wikipedia/commons/a/af/John_Abraham.jpg
James Harrison,,,1,1,,,1,1,35.62,Cincinnati Bengals,Linebacker,37,4/05/1978,"James Andrew Harrison, Jr. (born May 4, 1978) is an American football linebacker for the Pittsburgh Steelers of the National Football League (NFL). He also was a member of the Cincinnati Bengals. He played college football for Kent State University, and was signed by the Pittsburgh Steelers as an undrafted free agent in 2002. A five-time Pro Bowl selection, Harrison has earned two Super Bowl rings with the Steelers in Super Bowl XL and Super Bowl XLIII. Harrison also played NFL Europe s Rhein Fire and had a brief stint with the Baltimore Ravens. He played 10 games for Cincinnati in 2013. Soon after his season in 2013 with Cincinnati he stated that he would be retiring from the NFL, but he came out of retirement to return to the Pittsburgh Steelers on a 1-year contract after the Steelers suffered multiple injuries at linebacker.",http://en.wikipedia.org/wiki/James_Harrison_(American_football),//upload.wikimedia.org/wikipedia/commons/0/06/James_Harrison_%28American_football%29_2013.jpg
Keith Brooking,1,0,,,,,1,0,36.94,Denver Broncos,Linebacker,39,30/10/1975,"Keith Howard Brooking (born October 30, 1975) is a former American football linebacker in the National Football League (NFL). He was drafted by the Atlanta Falcons in the first round of the 1998 NFL Draft and also played for the Dallas Cowboys and Denver Broncos. He played college football at Georgia Tech. Brooking was a five-time Pro Bowl selection with the Falcons.",http://en.wikipedia.org/wiki/Keith_Brooking,//upload.wikimedia.org/wikipedia/commons/8/8f/Keith_Brooking_2012.JPG
