Acquisitions ID,Acquired Company,Acquiring Company,Year of acquisition announcement,Deal announced on,Price,Status,Terms,Acquisition Profile,News,News Link
Cisco acquired ThinkSmart Technologies in 2012,ThinkSmart Technologies,Cisco Systems,2012,26/09/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ada88cd0396ac9677f805a02ee1b5c43,Cisco Acquires Wi-Fi Location Data Analytics Startup ThinkSmart | TechCrunch,http://techcrunch.com/2012/09/26/cisco-acquires-wi-fi-location-data-analytics-startup-thinksmart/
Cisco acquired Tidal Software in 2009,Tidal Software,Cisco Systems,2009,20/05/2009,"$105,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/2a3a53facb78df7ccb9048fbc932d9f1,Cisco Completes Acquisition of Tidal Software - The Network: Cisco's Technology News Site,http://newsroom.cisco.com/dlls/2009/corp_052009.html
Cisco acquired Tivella in 2006,Tivella,Cisco Systems,2006,15/12/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/00aa025b2be8c66644d4d7e01ef783fe,Cisco acquired Tivella,http://newsroom.cisco.com/dlls/2006/corp_121506.html
Cisco acquired Topspin Communications in 2005,Topspin Communications,Cisco Systems,2005,14/04/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c860f48ec0c9b0c88516c1fe8b60ec29,Cisco acquired Topspin Communications,http://newsroom.cisco.com/dlls/2005/corp_041405.html?CMP=ILC-001
Cisco acquired TransMedia Communications in 1999,TransMedia Communications,Cisco Systems,1999,17/06/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5c3ce45d4481c97629e42d988a4a5b21,Cisco acquired TransMedia Communications,http://newsroom.cisco.com/dlls/fspnisapi6862.html
Cisco acquired Tribe in 2007,Tribe,Cisco Systems,2007,2/03/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8b176b1190772a571abb6fe9d0c7b665,Tribe Gets Acquired For Real This Time | TechCrunch,http://techcrunch.com/2007/03/02/tribe-gets-aquired-for-real-this-time/
Cisco acquired Truviso in 2012,Truviso,Cisco Systems,2012,4/05/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/63f8f45a5f8b9b6c6a36545a3b2d7ac0,Cisco Announces Intent to Acquire Truviso,http://blogs.cisco.com/news/cisco-announces-intent-to-acquire-truviso
Cisco acquired Twingo Systems in 2004,Twingo Systems,Cisco Systems,2004,12/03/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/64aff7350cffa996e6910fc09370d9a2,Cisco acquired Twingo Systems,http://newsroom.cisco.com/dlls/2004/corp_031204.html?CMP=ILC-001
Cisco acquired Ubiquisys in 2013,Ubiquisys,Cisco Systems,2013,3/04/2013,"$310,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/27be473056fa018ba72e1bc2b2d231bb,Cisco Is Buying Ubiquisys For $310M For A Big Move Into Mobile Coverage With Femtocells And Small Cells | TechCrunch,http://techcrunch.com/2013/04/03/cisco-is-buying-ubiquisys-for-310m-for-a-big-move-into-femtocells/
Cisco acquired V-Bits in 1999,V-Bits,Cisco Systems,1999,11/11/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2f25d222caa8174dd66a0650ce1f5897,Cisco acquired V-Bits,http://newsroom.cisco.com/dlls/fspnisapie0cb.html
Cisco acquired Versly in 2011,Versly,Cisco Systems,2011,29/08/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1801b7afc22beb8254d40c9882ab7e9e,Cisco Acquires Collaboration Software Maker Versly | TechCrunch,http://techcrunch.com/2011/08/29/cisco-acquires-collaboration-software-maker-versly/
Cisco acquired Vihana in 2005,Vihana,Cisco Systems,2005,23/05/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/18f57ec0ec58d380afd2207919d01e61,Cisco acquired Vihana,http://newsroom.cisco.com/dlls/2005/corp_052305.html
Cisco acquired Virtuata in 2012,Virtuata,Cisco Systems,2012,16/07/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/36bd4c13497c6fc8b51fa801b994b0af,Cisco Buys Software Security Firm Virtuata,http://allthingsd.com/20120716/cisco-buys-software-security-firm-virtuata/
Cisco acquired Vovida Networks in 2000,Vovida Networks,Cisco Systems,2000,28/09/2000,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d60582892dfd9e32f4c512cbe6bccb75,Cisco acquired Vovida Networks,http://newsroom.cisco.com/dlls/fspnisapi0544.html
Cisco acquired WebEx in 2007,WebEx,Cisco Systems,2007,15/03/2007,"$3,200,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/9f915fde2b2eb74a648578e6c160ccda,Cisco acquires WebEx,http://blog.tmcnet.com/blog/tom-keating/voip/cisco-acquires-webex.asp
Cisco acquired WebLine Communications in 1999,WebLine Communications,Cisco Systems,1999,22/09/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7ab3df2fa3594fe2ff7b2083daf720f6,Cisco acquired WebLine Communications,http://newsroom.cisco.com/dlls/fspnisapi1032.html
Cisco acquired WheelGroup in 1998,WheelGroup,Cisco Systems,1998,18/02/1998,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a9ac167e29adb35c670ea437a251c9b8,Cisco acquired WheelGroup,http://newsroom.cisco.com/dlls/corp_021898.html
Cisco acquired WhipTail in 2013,WhipTail,Cisco Systems,2013,11/09/2013,"$415,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/e27551a8fcedf90ba07abf0c11287ba1,FinSMEs | Cisco to Acquire Whiptail for $415M,http://www.finsmes.com/2013/09/cisco-acquires-whiptail-415m.html
Cisco acquired Worldwide Data Systems in 1999,Worldwide Data Systems,Cisco Systems,1999,16/12/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2b384157881ecf4f87006797a2f230f8,Cisco acquired Worldwide Data Systems,http://newsroom.cisco.com/dlls/fspnisapid446.html
Cisco Systems acquired Assemblage in 2014,Assemblage,Cisco Systems,2014,27/07/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8cab4cc7249067553f5c71d3c44bbeb5,zPark Venture | zPark Capital,http://www.zparkventure.com/#!assemblagehq/c1uhh
Comcast acquired Adelphia Communications in 2006,Adelphia Communications,Comcast,2006,31/07/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/097ede6763dd89fd2c7553df44df5844,Time Warner and Comcast Complete Adelphia Communications Transactions,http://corporate.comcast.com/news-information/news-feed/time-warner-and-comcast-complete-adelphia-communications-transactions-2
Comcast acquired DailyCandy in 2008,DailyCandy,Comcast,2008,5/08/2008,"$125,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/5296bc1d785340bc5d85aa603ca3778e,Comcast acquired DailyCandy,http://www.alleyinsider.com/2008/8/comcast-buys-dailycandy-for-125-million-beats-out-viacom-for-newsletter-business
Comcast acquired Fandango in 2007,Fandango,Comcast,2007,11/04/2007,"$200,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/ee625011e9d75a3626cabb1d6153c219,Comcast To Buy Movie Site Fandango | TechCrunch,http://techcrunch.com/2007/04/11/comcast-to-buy-movie-site-fandango/
Comcast acquired FreeWheel in 2014,FreeWheel,Comcast,2014,2/03/2014,"$320,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/461a5463d158eb6f1b5e72f7172de549,Comcast Is Acquiring Video Ad Company FreeWheel For $320 Million | TechCrunch,http://techcrunch.com/2014/03/01/comcast-freewheel/
Comcast acquired NBC Universal in 2013,NBC Universal,Comcast,2013,13/02/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0992f1f1b2ae70c0b8158749091b8626,Comcast to buy GE's stake of NBC Universal for $16.7B,http://venturebeat.com/2013/02/12/comcast-buys-nbc-universal-16-billion/
Comcast acquired Plaxo in 2008,Plaxo,Comcast,2008,14/05/2008,"$150,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1908eb1708fb39515238678983649ede,Confirmed: Comcast Bought Plaxo Deal Closed Today | TechCrunch,http://techcrunch.com/2008/05/14/confirmed-comcast-bought-plaxo-deal-closed-today/
Comcast acquired PowerCloud Systems in 2014,PowerCloud Systems,Comcast,2014,14/07/2014,Undisclosed amount,Pending,Undisclosed,http://www.crunchbase.com/acquisition/6ffe4b37911758a0b3c511e6e3394f07,"Comcast May Have Quietly Acquired Skydog WiFi Router Maker PowerCloud Systems | TechCrunch, Comcast Acquired PowerCloud Systems Gears Up For Smart Home Play | TechCrunch","http://techcrunch.com/2014/07/14/comcast-skydog/, http://techcrunch.com/2014/07/14/comcast-skydog/"
Comcast acquired Radiance in 2008,Radiance,Comcast,2008,7/10/2008,"$5,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/7d71dd1ccb901d7eb61de9bd06f2ed9e,Comcast acquired Radiance,http://www.paidcontent.org/entry/419-comcast-buys-video-delivery-firm-radiance-for-5-million/
Comcast acquired TechTV in 2004,TechTV,Comcast,2004,25/03/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8f191749e5de921a80622e018c1bd16b,Comcast to acquire TechTV - CNET News,http://news.cnet.com/Comcast-to-acquire-TechTV/2100-1038_3-5179388.html
Comcast acquired The700Level.com in 2010,The700Level.com,Comcast,2010,16/03/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d5ed116480e856fd7f3b008ba5c973d7,Comcast acquired The700Level.com,http://paidcontent.org/article/419-comcast-buys-a-blog-to-add-to-its-list-of-philadelphia-sports-propertie/
Comcast acquired thePlatform in 2006,thePlatform,Comcast,2006,27/06/2006,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/7c3b68f65d220c58295c66cc49f36c41,Comcast buys Seattle's thePlatform,http://www.seattlepi.com/business/article/Comcast-buys-Seattle-s-thePlatform-1207391.php
Comcast acquired Time Warner Cable in 2014,Time Warner Cable,Comcast,2014,13/02/2014,"$45,000,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/db261bcf90403af2c74391052c701d60,Comcast confirms $45 billion merger with Time Warner Cable,http://www.theverge.com/2014/2/13/5407704/comcast-confirms-45-billion-acquisition-of-time-warner-cable?utm_source=twitterfeed&utm_medium=twitter
Comcast acquired Vehix in 2008,Vehix,Comcast,2008,8/02/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e42fae4191fac92472a994724c3b70b7,Comcast Spotlight Acquires Vehix,http://www.reuters.com/article/2008/02/10/idUS80226+10-Feb-2008+BW20080210
Dell acquired Acs (UK) in 2006,Acs (UK),Dell,2006,14/11/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ddda7843ff59872ec67c5f843f53dcdf,Dell Newsroom,http://www.dell.com/learn/uk/en/ukcorp1/about-dell-newsroom?c=uk&l=en&s=corp&redirect=1
Dell acquired Alienware in 2006,Alienware,Dell,2006,22/03/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2f80e7bfa357a1e3ca17a6985ab14702,Dell to acquire Alienware - CNET News,http://news.cnet.com/Dell-to-acquire-Alienware/2100-1003_3-6052842.html
Dell acquired AppAssure Software in 2012,AppAssure Software,Dell,2012,24/02/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/968e4ad63c822e91b00e45c4906f1c19,Dell acquired AppAssure Software,http://www.freshnews.com/news/615510/dell-acquires-appassure
Dell acquired ASAP Software in 2007,ASAP Software,Dell,2007,2/08/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/186f04fd426a9291e62a22984c5d8120,Dell acquires ASAP Software | ZDNet,http://www.zdnet.com/blog/btl/dell-acquires-asap-software/5840
Dell acquired Boomi in 2010,Boomi,Dell,2010,2/11/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a5da345c6104b7f46f327a4da5573397,Here's The Cloud Computing Company Dell Is Buying: Boomi | TechCrunch,http://techcrunch.com/2010/11/02/heres-the-cloud-computing-company-dell-is-buying-boomi/
Dell acquired Compellent Technologies in 2010,Compellent Technologies,Dell,2010,13/12/2010,"$820,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/ddacc8097d2acae67f893658bd53ef15,Confirmed: Dell Buys Storage Company Compellent For $820 Million In Cash | TechCrunch,http://techcrunch.com/2010/12/13/confirmed-dell-buys-compellent-for-820-million/
Dell acquired CREDANT Technologies in 2012,CREDANT Technologies,Dell,2012,19/12/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/be55e90cfb06b9b02280be04f3d126c4,Dell Acquires Data-Protection Provider Credant Technologies In Another Sign That The Mobile Device Management Market Is Consolidating | TechCrunch,http://techcrunch.com/2012/12/18/ell-acquires-data-protection-provider-credant-technologies-in-another-sign-that-the-mobile-device-management-market-is-consolidating/
Dell acquired Enstratius in 2013,Enstratius,Dell,2013,6/05/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/92e6b3ef101488432979276657b7de23,Dell Moves Deeper Into The Software Business Acquires Enstratius One Of The Most Recognized Cloud Management Startups | TechCrunch,http://techcrunch.com/2013/05/06/dell-moves-deeper-into-the-software-business-acquires-enstratius-one-of-the-most-recognized-cloud-management-startups/
Dell acquired Equallogic in 2007,Equallogic,Dell,2007,5/11/2007,"$1,400,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/aad6136eeb4f3680d6b1b300edf35f6a,Dell acquired Equallogic,http://techcrunch.com/2007/11/05/dell-acquires-equallogic-for-14-billion/
Dell acquired Everdream in 2007,Everdream,Dell,2007,16/10/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/99b03ee9c283febb958348ca95a0679e,Dell acquired Everdream,http://www.thealarmclock.com/mt/archives/2007/11/dell_buys_deskt.html
Dell acquired Exanet in 2010,Exanet,Dell,2010,9/02/2010,"$12,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/013ebf5b940bd98f03f4371ae7a7141a,Dell Buys Exanet | texastechpulse.com,http://www.texastechpulse.com/dell_buys_exanet/s-0026750.html
Dell acquired Gale Technologies in 2012,Gale Technologies,Dell,2012,16/11/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/81be03f97b06b6435c95d06222e09313,Dell Buys Infrastructure Automation Company Gale Technologies | TechCrunch,http://techcrunch.com/2012/11/16/dell-buys-infrastructure-automation-company-gale-technologies/
Dell acquired Kace Networks in 2010,Kace Networks,Dell,2010,11/02/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1c72f68c506f82775e9ef10eec93954e,Dell to acquire KACE Networks - Silicon Valley Business Journal,http://www.bizjournals.com/sanjose/stories/2010/02/08/daily77.html
Dell acquired Kitenga in 2013,Kitenga,Dell,2013,26/02/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1fcb6d54d8fdf674e2e90a5e937ae84a,Dell Brings Big Data To Midmarket With New Kitenga Suite,http://www.crn.com/news/applications-os/240149507/dell-brings-big-data-to-midmarket-with-new-kitenga-suite.htm
Dell acquired MessageOne in 2008,MessageOne,Dell,2008,13/02/2008,"$155,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f6fe36b05ecfc835210d742925924aa7,Dell Acquires Adam Dell's MessageOne For $155 Million | TechCrunch,http://techcrunch.com/2008/02/13/dell-acquires-adam-dells-messageone-for-155-million/
Dell acquired Ocarina Networks in 2010,Ocarina Networks,Dell,2010,19/07/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/68d9e283510e97408e6d8d5a7382e4a6,Dell buys Ocarina Networks as it moves deeper into storage,http://venturebeat.com/2010/07/19/dell-buys-ocarina-networks-as-it-moves-deeper-into-storage/
Dell acquired Ocarina Technologies in 2010,Ocarina Technologies,Dell,2010,19/07/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/382ffa7e8746ef1bd07b4fea8eb76d6f,Press Releases,http://www.dell.com/learn/us/en/uscorp1/secure/2010-7-19-ocarina-networks-aquisition
Dell acquired Perot Systems in 2009,Perot Systems,Dell,2009,21/09/2009,"$3,900,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/9fb440cf116a4556fac8cae5895276eb,Dell Bulks Up On IT Consulting With $3.9 Billion Acquisition Of Perot Systems | TechCrunch,http://techcrunch.com/2009/09/21/dell-bulks-up-on-it-consulting-with-3-9-billion-acquisition-of-perot-systems/
Dell acquired Quest Software in 2012,Quest Software,Dell,2012,2/07/2012,"$2,400,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e80068d5222cdd4bd0d077bd2cd71b59,Dell Acquires Quest Software For $2.4 Billion | TechCrunch,http://techcrunch.com/2012/07/02/dell-acquires-quest-software-for-2-4-billion/
Dell acquired RNA Networks in 2011,RNA Networks,Dell,2011,23/06/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9b75a8d361eaacb150841547bcea9899,Dell Acquires Cloud Memory Startup RNA Networks,http://readwrite.com/2011/06/23/dell-acquires-rna-networks#awesm=~okvn2IqGev7aiA
Dell acquired Scalent Systems in 2010,Scalent Systems,Dell,2010,1/07/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/934334b28d3814cc4e54e9978252e2e9,Press Releases,http://www.dell.com/learn/us/en/uscorp1/press-releases/2010-7-1-acquire-scalent?c=us&l=en&s=corp&delphi:gr=true
Dell acquired SecureWorks in 2011,SecureWorks,Dell,2011,4/01/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/128413de7e23d61ed59c5746a5733d4d,Dell acquired SecureWorks,http://www.freshnews.com/news/432288/dell-acquire-secureworks
Dell acquired SilverBack Technologies in 2007,SilverBack Technologies,Dell,2007,18/07/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7959c5a0f943df7f55cb977018af82e2,Dell acquired SilverBack Technologies,http://content.dell.com/us/en/corp/d/press-releases/2007-07-18-Dell-Plans-to-Acquire-SilverBack.aspx
Dell acquired The Networked Storage Company in 2008,The Networked Storage Company,Dell,2008,21/02/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/87631a1cef2bef7c3d0366c25af6f112,Dell Newsroom,http://www.dell.com/learn/us/en/uscorp1/about-dell-newsroom?c=us&l=en&s=corp&redirect=1
Dell acquired Wyse Technology in 2012,Wyse Technology,Dell,2012,2/04/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8a4ff5f8cb7a85f46b573a82bdd2a305,Dell Buys Cloud Client Computing Company Wyse To Expand Desktop Virtualization Products | TechCrunch,http://techcrunch.com/2012/04/02/dell-acquires-cloud-client-computing-company-wyse-to-expand-desktop-virtualization-products/
Dell acquired Zing Systems in 2007,Zing Systems,Dell,2007,7/08/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6849484741a488ffb77f9e4155681059,Dell acquired Zing Systems,http://www.thealarmclock.com/mt/archives/2007/08/dell_shops_dire.html
