ID,Traded Currencies,Percentage of Market,Source,Volume (17 Oct. '14),Price,Volume (%)
AllCoin - SysCoin / Bitcoin,"SysCoin, Bitcoin",0.01%,AllCoin,$651,$0.00,13.14 %
Bittrex - SysCoin / Bitcoin,"SysCoin, Bitcoin",0.01%,Bittrex,"$3,652",$0.00,73.74 %
BTC - SysCoin / Bitcoin,"SysCoin, Bitcoin",0.01%,BTC,$108,$0.00,2.19 %
C-CEX - SysCoin / Bitcoin,"SysCoin, Bitcoin",0.01%,C-CEX,$2,$0.00,0.03 %
Cryptsy - SysCoin / Bitcoin,"SysCoin, Bitcoin",0.01%,Cryptsy,$540,$0.00,10.90 %
Comkort - TacoCoin / Bitcoin,"TacoCoin, Bitcoin",0.00%,Comkort,$0,$0.00,4.14 %
Comkort - TacoCoin / Dogecoin,"TacoCoin, Dogecoin",0.00%,Comkort,$0,$0.00,95.86 %
BTER - TagCoin / Bitcoin,"TagCoin, Bitcoin",0.00%,BTER,$2,$0.04,0.89 %
Cryptsy - TagCoin / Bitcoin,"TagCoin, Bitcoin",0.00%,Cryptsy,$115,$0.05,50.01 %
BTC - TagCoin / Chinese Yuan,"TagCoin, Chinese Yuan",0.00%,BTC,$110,$0.05,48.06 %
BTER - TagCoin / Chinese Yuan,"TagCoin, Chinese Yuan",0.00%,BTER,$2,$0.04,1.03 %
Cryptsy - TagCoin / Ripple,"TagCoin, Ripple",0.00%,Cryptsy,$0,$0.04,0.01 %
Cryptsy - TakCoin / Bitcoin,"TakCoin, Bitcoin",0.00%,Cryptsy,$11,$0.00,100.00 %
Bittrex - Talkcoin / Bitcoin,"Talkcoin, Bitcoin",0.00%,Bittrex,$262,$0.00,99.94 %
Poloniex - Talkcoin / Bitcoin,"Talkcoin, Bitcoin",0.00%,Poloniex,$0,$0.00,0.06 %
AllCoin - Techcoin / Bitcoin,"Techcoin, Bitcoin",0.00%,AllCoin,$0,$0.03,0.00 %
Bittrex - Techcoin / Bitcoin,"Techcoin, Bitcoin",0.00%,Bittrex,$28,$0.04,100.00 %
Cryptsy - TEKcoin / Bitcoin,"TEKcoin, Bitcoin",0.00%,Cryptsy,$371,$0.04,99.97 %
Cryptsy - TEKcoin / Ripple,"TEKcoin, Ripple",0.00%,Cryptsy,$0,$0.03,0.03 %
BTC-E - Terracoin / Bitcoin,"Terracoin, Bitcoin",0.00%,BTC-E,$839,$0.03,90.99 %
Crypto-Trade - Terracoin / Bitcoin,"Terracoin, Bitcoin",0.00%,Crypto-Trade,$0,$0.02,0.01 %
Cryptonit - Terracoin / Bitcoin,"Terracoin, Bitcoin",0.00%,Cryptonit,$0,$0.03,0.00 %
Cryptsy - Terracoin / Bitcoin,"Terracoin, Bitcoin",0.00%,Cryptsy,$83,$0.03,9.00 %
Vircurex - Terracoin / Bitcoin,"Terracoin, Bitcoin",0.00%,Vircurex,$0,$0.02,0.00 %
Cryptsy - TeslaCoin / Bitcoin,"TeslaCoin, Bitcoin",0.00%,Cryptsy,$147,$0.00,93.78 %
Cryptsy - TeslaCoin / Litecoin,"TeslaCoin, Litecoin",0.00%,Cryptsy,$10,$0.00,6.22 %
BTER - Tickets / Chinese Yuan,"Tickets, Chinese Yuan",0.00%,BTER,$92,$0.00,100.00 %
BTER - Tickets / Litecoin,"Tickets, Litecoin",0.00%,BTER,$0,$0.00,0.00 %
Cryptsy - Tickets / Litecoin,"Tickets, Litecoin",0.00%,Cryptsy,$0,$0.00,0.00 %
Cryptsy - Tigercoin / Bitcoin,"Tigercoin, Bitcoin",0.00%,Cryptsy,$20,$0.00,100.00 %
AllCoin - Titcoin / Bitcoin,"Titcoin, Bitcoin",0.00%,AllCoin,$75,$0.00,37.15 %
Bittrex - Titcoin / Bitcoin,"Titcoin, Bitcoin",0.00%,Bittrex,$127,$0.00,62.31 %
Bleutrade - Titcoin / Bitcoin,"Titcoin, Bitcoin",0.00%,Bleutrade,$1,$0.00,0.26 %
Cryptex - Titcoin / Bitcoin,"Titcoin, Bitcoin",0.00%,Cryptex,$1,$0.00,0.28 %
Bleutrade - Titcoin / Dogecoin,"Titcoin, Dogecoin",0.00%,Bleutrade,$0,$0.00,0.00 %
Ybex - Tomatocoin / Bitcoin,"Tomatocoin, Bitcoin",0.00%,Ybex,$40,$0.00,100.00 %
Cryptex - TopCoin / Bitcoin,"TopCoin, Bitcoin",0.00%,Cryptex,$11,$0.00,100.00 %
AllCoin - TorCoin / Bitcoin,"TorCoin, Bitcoin",0.00%,AllCoin,$0,$0.00,28.95 %
Coins-E - TorCoin / Bitcoin,"TorCoin, Bitcoin",0.00%,Coins-E,$0,$0,0.00 %
Cryptsy - TorCoin / Bitcoin,"TorCoin, Bitcoin",0.00%,Cryptsy,$0,$0.00,71.05 %
Nxt Asset Exchange - Tradebots / Nxt,"Tradebots, Nxt",0.00%,Nxt Asset Exchange,$49,$0.49,100.00 %
Bittrex - TraderCoin / Bitcoin,"TraderCoin, Bitcoin",0.00%,Bittrex,$7,$0.01,100.00 %
Bittrex - Triangles / Bitcoin,"Triangles, Bitcoin",0.00%,Bittrex,$40,$0.19,100.00 %
Bleutrade - Trollcoin / Bitcoin,"Trollcoin, Bitcoin",0.00%,Bleutrade,$45,$0.00,91.64 %
Bleutrade - Trollcoin / Dogecoin,"Trollcoin, Dogecoin",0.00%,Bleutrade,$4,$0.00,7.96 %
Bleutrade - Trollcoin / Litecoin,"Trollcoin, Litecoin",0.00%,Bleutrade,$0,$0.00,0.41 %
AllCoin - Truckcoin / Bitcoin,"Truckcoin, Bitcoin",0.00%,AllCoin,$34,$0.00,6.10 %
Bittrex - Truckcoin / Bitcoin,"Truckcoin, Bitcoin",0.00%,Bittrex,$143,$0.00,25.39 %
Cryptex - Truckcoin / Bitcoin,"Truckcoin, Bitcoin",0.00%,Cryptex,$385,$0.00,68.51 %
Bittrex - TrustPlus / Bitcoin,"TrustPlus, Bitcoin",0.00%,Bittrex,$433,$0.00,100.00 %
Bittrex - UltraCoin / Bitcoin,"UltraCoin, Bitcoin",0.01%,Bittrex,$4,$0.02,0.21 %
Crypto-Trade - UltraCoin / Bitcoin,"UltraCoin, Bitcoin",0.01%,Crypto-Trade,$13,$0.02,0.75 %
Cryptsy - UltraCoin / Bitcoin,"UltraCoin, Bitcoin",0.01%,Cryptsy,"$1,750",$0.02,99.03 %
Crypto-Trade - UltraCoin / Euro,"UltraCoin, Euro",0.01%,Crypto-Trade,$0,$0.01,0.00 %
Crypto-Trade - UltraCoin / Litecoin,"UltraCoin, Litecoin",0.01%,Crypto-Trade,$0,$0.02,0.00 %
Crypto-Trade - UltraCoin / US Dollar,"UltraCoin, US Dollar",0.01%,Crypto-Trade,$0,$0.02,0.00 %
Bittrex - Umbrella-LTC / Bitcoin,"Umbrella-LTC, Bitcoin",0.01%,Bittrex,"$1,996",$0.18,100.00 %
Bittrex - Unattainium / Bitcoin,"Unattainium, Bitcoin",0.00%,Bittrex,$2,$0.03,100.00 %
Cryptsy - UnbreakableCoin / Bitcoin,"UnbreakableCoin, Bitcoin",0.00%,Cryptsy,$13,$0.01,100.00 %
BTC - UnionCoin / Chinese Yuan,"UnionCoin, Chinese Yuan",0.00%,BTC,$45,$0.01,100.00 %
Bittrex - Unobtanium / Bitcoin,"Unobtanium, Bitcoin",0.00%,Bittrex,$20,$2.63,2.17 %
Coinbroker - Unobtanium / Bitcoin,"Unobtanium, Bitcoin",0.00%,Coinbroker,$0,$2.88,0.04 %
Cryptsy - Unobtanium / Bitcoin,"Unobtanium, Bitcoin",0.00%,Cryptsy,$916,$2.64,97.70 %
Cryptsy - Unobtanium / Ripple,"Unobtanium, Ripple",0.00%,Cryptsy,$1,$2.20,0.09 %
Bittrex - Uro / Bitcoin,"Uro, Bitcoin",0.09%,Bittrex,"$29,154",$0.88,90.99 %
Cryptsy - Uro / Bitcoin,"Uro, Bitcoin",0.09%,Cryptsy,"$2,655",$1.00,8.29 %
Poloniex - Uro / Bitcoin,"Uro, Bitcoin",0.09%,Poloniex,$231,$0.95,0.72 %
AllCoin - USBCoin / Bitcoin,"USBCoin, Bitcoin",0.00%,AllCoin,$0,$0.00,0.00 %
AllCoin - USDe / Bitcoin,"USDe, Bitcoin",0.00%,AllCoin,$0,$0.00,0.00 %
Cryptsy - USDe / Bitcoin,"USDe, Bitcoin",0.00%,Cryptsy,$157,$0.00,100.00 %
Bittrex - UtilityCoin / Bitcoin,"UtilityCoin, Bitcoin",0.03%,Bittrex,"$12,036",$0.03,100.00 %
C-CEX - UtilityCoin / Bitcoin,"UtilityCoin, Bitcoin",0.03%,C-CEX,$0,$0.03,0.00 %
Bittrex - VaultCoin / Bitcoin,"VaultCoin, Bitcoin",0.00%,Bittrex,$17,$3.44,100.00 %
C-CEX - VaultCoin / Bitcoin,"VaultCoin, Bitcoin",0.00%,C-CEX,$0,$0.18,0.00 %
AllCrypt - VegasCoin / Bitcoin,"VegasCoin, Bitcoin",0.00%,AllCrypt,$6,$0.00,34.24 %
Comkort - VegasCoin / Bitcoin,"VegasCoin, Bitcoin",0.00%,Comkort,$12,$0.00,65.76 %
AllCoin - VeriCoin / Bitcoin,"VeriCoin, Bitcoin",0.02%,AllCoin,$4,$0.04,0.05 %
Bittrex - VeriCoin / Bitcoin,"VeriCoin, Bitcoin",0.02%,Bittrex,"$6,556",$0.03,76.55 %
Bleutrade - VeriCoin / Bitcoin,"VeriCoin, Bitcoin",0.02%,Bleutrade,$0,$0.04,0.00 %
BTER - VeriCoin / Bitcoin,"VeriCoin, Bitcoin",0.02%,BTER,$595,$0.03,6.95 %
Coinbroker - VeriCoin / Bitcoin,"VeriCoin, Bitcoin",0.02%,Coinbroker,$0,$0.04,0.00 %
Cryptsy - VeriCoin / Bitcoin,"VeriCoin, Bitcoin",0.02%,Cryptsy,$725,$0.03,8.46 %
Poloniex - VeriCoin / Bitcoin,"VeriCoin, Bitcoin",0.02%,Poloniex,$585,$0.03,6.83 %
BTER - VeriCoin / Chinese Yuan,"VeriCoin, Chinese Yuan",0.02%,BTER,$82,$0.03,0.96 %
Cryptsy - VeriCoin / Litecoin,"VeriCoin, Litecoin",0.02%,Cryptsy,$18,$0.04,0.21 %
Bittrex - Vertcoin / Bitcoin,"Vertcoin, Bitcoin",0.03%,Bittrex,$571,$0.07,6.04 %
BTER - Vertcoin / Bitcoin,"Vertcoin, Bitcoin",0.03%,BTER,$844,$0.07,8.94 %
Cryptsy - Vertcoin / Bitcoin,"Vertcoin, Bitcoin",0.03%,Cryptsy,"$6,946",$0.07,73.57 %
Poloniex - Vertcoin / Bitcoin,"Vertcoin, Bitcoin",0.03%,Poloniex,$139,$0.07,1.47 %
SwissCEX - Vertcoin / Bitcoin,"Vertcoin, Bitcoin",0.03%,SwissCEX,$0,$0.04,0.00 %
Vircurex - Vertcoin / Bitcoin,"Vertcoin, Bitcoin",0.03%,Vircurex,$15,$0.07,0.16 %
Vault of Satoshi - Vertcoin / Canadian Dollars,"Vertcoin, Canadian Dollars",0.03%,Vault of Satoshi,$8,$0.06,0.08 %
BTER - Vertcoin / Chinese Yuan,"Vertcoin, Chinese Yuan",0.03%,BTER,$786,$0.07,8.32 %
Cryptsy - Vertcoin / Litecoin,"Vertcoin, Litecoin",0.03%,Cryptsy,$126,$0.07,1.34 %
Cryptsy - Vertcoin / Ripple,"Vertcoin, Ripple",0.03%,Cryptsy,$7,$0.07,0.07 %
C-CEX - VexCoin / Bitcoin,"VexCoin, Bitcoin",0.00%,C-CEX,$11,$0.00,100.00 %
Bittrex - Viacoin / Bitcoin,"Viacoin, Bitcoin",0.02%,Bittrex,"$4,720",$0.07,87.27 %
BTER - Viacoin / Bitcoin,"Viacoin, Bitcoin",0.02%,BTER,$74,$0.07,1.36 %
Coin-Swap - Viacoin / Bitcoin,"Viacoin, Bitcoin",0.02%,Coin-Swap,$0,$0.23,0.01 %
Cryptsy - Viacoin / Bitcoin,"Viacoin, Bitcoin",0.02%,Cryptsy,$545,$0.07,10.08 %
Poloniex - Viacoin / Bitcoin,"Viacoin, Bitcoin",0.02%,Poloniex,$69,$0.08,1.27 %
SwissCEX - Viacoin / Bitcoin,"Viacoin, Bitcoin",0.02%,SwissCEX,$0,$0.03,0.00 %
Bittrex - Vidio / Bitcoin,"Vidio, Bitcoin",0.18%,Bittrex,"$61,866",$381.90,100.00 %
Bittrex - Viking Coin / Bitcoin,"Viking Coin, Bitcoin",0.00%,Bittrex,$4,$1.29,100.00 %
Atomic Trade - Virtacoin / Bitcoin,"Virtacoin, Bitcoin",0.00%,Atomic Trade,$10,$0.00,51.16 %
Bleutrade - Virtacoin / Bitcoin,"Virtacoin, Bitcoin",0.00%,Bleutrade,$3,$0.00,13.71 %
Cryptoine - Virtacoin / Bitcoin,"Virtacoin, Bitcoin",0.00%,Cryptoine,$0,$0.00,0.00 %
SwissCEX - Virtacoin / Bitcoin,"Virtacoin, Bitcoin",0.00%,SwissCEX,$7,$0.00,35.12 %
Coin-Swap - VirtualMiningCoin / Bitcoin,"VirtualMiningCoin, Bitcoin",0.00%,Coin-Swap,$0,$0.00,0.00 %
Bittrex - VolatilityCoin / Bitcoin,"VolatilityCoin, Bitcoin",0.00%,Bittrex,$33,$0.00,100.00 %
Bittrex - VootCoin / Bitcoin,"VootCoin, Bitcoin",0.01%,Bittrex,$103,$0.00,4.91 %
BTC - VootCoin / Bitcoin,"VootCoin, Bitcoin",0.01%,BTC,"$1,917",$0.00,91.50 %
Cryptsy - VootCoin / Bitcoin,"VootCoin, Bitcoin",0.01%,Cryptsy,$61,$0.00,2.93 %
Poloniex - VootCoin / Bitcoin,"VootCoin, Bitcoin",0.01%,Poloniex,$14,$0.00,0.66 %
C-CEX - VorteX / Bitcoin,"VorteX, Bitcoin",0.00%,C-CEX,$45,$0.00,100.00 %
AllCoin - WankCoin / Bitcoin,"WankCoin, Bitcoin",0.00%,AllCoin,$582,$0.03,84.81 %
Bittrex - WankCoin / Bitcoin,"WankCoin, Bitcoin",0.00%,Bittrex,$104,$0.02,15.19 %
AllCoin - Wavecoin / Bitcoin,"Wavecoin, Bitcoin",0.00%,AllCoin,$0,$0.00,0.00 %
Bittrex - WeAreSatoshi / Bitcoin,"WeAreSatoshi, Bitcoin",0.00%,Bittrex,$46,$0.00,74.40 %
C-CEX - WeAreSatoshi / Bitcoin,"WeAreSatoshi, Bitcoin",0.00%,C-CEX,$10,$0.00,15.81 %
Cryptex - WeAreSatoshi / Bitcoin,"WeAreSatoshi, Bitcoin",0.00%,Cryptex,$5,$0.00,7.88 %
Cryptex - WeAreSatoshi / Litecoin,"WeAreSatoshi, Litecoin",0.00%,Cryptex,$1,$0.00,1.91 %
Bittrex - WhistleCoin / Bitcoin,"WhistleCoin, Bitcoin",0.00%,Bittrex,$447,$0.00,100.00 %
Bittrex - WhiteCoin / Bitcoin,"WhiteCoin, Bitcoin",0.01%,Bittrex,$590,$0.00,17.82 %
Cryptsy - WhiteCoin / Bitcoin,"WhiteCoin, Bitcoin",0.01%,Cryptsy,"$2,699",$0.00,81.47 %
Vircurex - WhiteCoin / Bitcoin,"WhiteCoin, Bitcoin",0.01%,Vircurex,$24,$0.00,0.72 %
Exmo - WhiteCoin / Old Russian Ruble,"WhiteCoin, Old Russian Ruble",0.01%,Exmo,$0,$0.00,0.00 %
Cryptex - Wincoin / Litecoin,"Wincoin, Litecoin",0.00%,Cryptex,$0,$0.00,100.00 %
BANX.IO - WorldCoin / BanxShares,"WorldCoin, BanxShares",0.02%,BANX.IO,$0,$0.01,0.00 %
BTER - WorldCoin / Bitcoin,"WorldCoin, Bitcoin",0.02%,BTER,$9,$0.01,0.16 %
Coinbroker - WorldCoin / Bitcoin,"WorldCoin, Bitcoin",0.02%,Coinbroker,$0,$0.01,0.00 %
Cryptsy - WorldCoin / Bitcoin,"WorldCoin, Bitcoin",0.02%,Cryptsy,"$2,165",$0.01,39.41 %
mcxNOW - WorldCoin / Bitcoin,"WorldCoin, Bitcoin",0.02%,mcxNOW,$80,$0.01,1.46 %
Poloniex - WorldCoin / Bitcoin,"WorldCoin, Bitcoin",0.02%,Poloniex,$11,$0.01,0.20 %
BTC - WorldCoin / Chinese Yuan,"WorldCoin, Chinese Yuan",0.02%,BTC,"$3,172",$0.01,57.74 %
BTER - WorldCoin / Chinese Yuan,"WorldCoin, Chinese Yuan",0.02%,BTER,$3,$0.01,0.05 %
Cryptsy - WorldCoin / Litecoin,"WorldCoin, Litecoin",0.02%,Cryptsy,$54,$0.01,0.97 %
Cryptsy - WorldCoin / Ripple,"WorldCoin, Ripple",0.02%,Cryptsy,$0,$0.01,0.00 %
C-CEX - X-Children / Bitcoin,"X-Children, Bitcoin",0.00%,C-CEX,$91,$0.02,100.00 %
Bittrex - XCash / Bitcoin,"XCash, Bitcoin",0.00%,Bittrex,"$1,214",$0.04,74.54 %
Cryptsy - XCash / Bitcoin,"XCash, Bitcoin",0.00%,Cryptsy,$415,$0.04,25.46 %
Bittrex - XCloudcoin / Bitcoin,"XCloudcoin, Bitcoin",0.00%,Bittrex,$7,$0.02,100.00 %
Bittrex - XCurrency / Bitcoin,"XCurrency, Bitcoin",0.06%,Bittrex,"$9,998",$0.44,50.25 %
BTER - XCurrency / Bitcoin,"XCurrency, Bitcoin",0.06%,BTER,$129,$0.41,0.65 %
Coinbroker - XCurrency / Bitcoin,"XCurrency, Bitcoin",0.06%,Coinbroker,$0,$0.43,0.00 %
Cryptsy - XCurrency / Bitcoin,"XCurrency, Bitcoin",0.06%,Cryptsy,"$7,944",$0.42,39.93 %
Poloniex - XCurrency / Bitcoin,"XCurrency, Bitcoin",0.06%,Poloniex,"$1,684",$0.45,8.46 %
Cryptsy - XCurrency / Litecoin,"XCurrency, Litecoin",0.06%,Cryptsy,$140,$0.43,0.71 %
Cryptsy - XenCoin / Litecoin,"XenCoin, Litecoin",0.00%,Cryptsy,$0,$0.00,0.00 %
Bittrex - Xuro / Bitcoin,"Xuro, Bitcoin",0.00%,Bittrex,$15,$0.00,100.00 %
Bittrex - XXXcoin / Bitcoin,"XXXcoin, Bitcoin",0.00%,Bittrex,$149,$0.00,48.68 %
Cryptsy - XXXcoin / Bitcoin,"XXXcoin, Bitcoin",0.00%,Cryptsy,$157,$0.00,51.32 %
BTER - Yacoin / Bitcoin,"Yacoin, Bitcoin",0.00%,BTER,$29,$0.00,14.22 %
Cryptsy - Yacoin / Bitcoin,"Yacoin, Bitcoin",0.00%,Cryptsy,$61,$0.00,29.76 %
BTER - Yacoin / Chinese Yuan,"Yacoin, Chinese Yuan",0.00%,BTER,$85,$0.00,41.75 %
Cryptsy - Yacoin / Litecoin,"Yacoin, Litecoin",0.00%,Cryptsy,$29,$0.00,14.27 %
Cryptsy - YbCoin / Bitcoin,"YbCoin, Bitcoin",0.04%,Cryptsy,$0,$0.36,0.00 %
Ybex - YbCoin / Bitcoin,"YbCoin, Bitcoin",0.04%,Ybex,"$1,756",$0.47,13.46 %
BTC - YbCoin / Chinese Yuan,"YbCoin, Chinese Yuan",0.04%,BTC,$939,$0.45,7.20 %
Yuanbaohui - YbCoin / Chinese Yuan,"YbCoin, Chinese Yuan",0.04%,Yuanbaohui,"$10,349",$0.45,79.34 %
Coin-Swap - YellowCoin / Bitcoin,"YellowCoin, Bitcoin",0.00%,Coin-Swap,$0,$0.00,0.00 %
BTER - ZcCoin / Bitcoin,"ZcCoin, Bitcoin",0.01%,BTER,$0,$0.01,0.00 %
Cryptsy - ZcCoin / Bitcoin,"ZcCoin, Bitcoin",0.01%,Cryptsy,$0,$0.01,0.00 %
BTC - ZcCoin / Chinese Yuan,"ZcCoin, Chinese Yuan",0.01%,BTC,"$2,987",$0.01,96.52 %
BTER - ZcCoin / Chinese Yuan,"ZcCoin, Chinese Yuan",0.01%,BTER,$108,$0.01,3.48 %
Cryptsy - Zedcoin / Bitcoin,"Zedcoin, Bitcoin",0.00%,Cryptsy,$0,$0.00,100.00 %
Comkort - Zeitcoin / Dogecoin,"Zeitcoin, Dogecoin",0.00%,Comkort,$0,$0.00,0.03 %
Comkort - Zeitcoin / Litecoin,"Zeitcoin, Litecoin",0.00%,Comkort,$0,$0.00,0.00 %
Cryptsy - Zeitcoin / Litecoin,"Zeitcoin, Litecoin",0.00%,Cryptsy,$104,$0.00,98.59 %
Cryptsy - Zeitcoin / Ripple,"Zeitcoin, Ripple",0.00%,Cryptsy,$1,$0.00,1.38 %
Atomic Trade - Zetacoin / Bitcoin,"Zetacoin, Bitcoin",0.00%,Atomic Trade,$0,$0.01,0.00 %
Bittrex - Zetacoin / Bitcoin,"Zetacoin, Bitcoin",0.00%,Bittrex,$446,$0.01,27.87 %
BTER - Zetacoin / Bitcoin,"Zetacoin, Bitcoin",0.00%,BTER,$215,$0.01,13.43 %
Cryptsy - Zetacoin / Bitcoin,"Zetacoin, Bitcoin",0.00%,Cryptsy,$362,$0.01,22.61 %
Vircurex - Zetacoin / Bitcoin,"Zetacoin, Bitcoin",0.00%,Vircurex,$0,$0.01,0.00 %
Vault of Satoshi - Zetacoin / Canadian Dollars,"Zetacoin, Canadian Dollars",0.00%,Vault of Satoshi,$0,$8.88,0.00 %
BTER - Zetacoin / Chinese Yuan,"Zetacoin, Chinese Yuan",0.00%,BTER,$466,$0.01,29.15 %
Cryptsy - Zetacoin / Litecoin,"Zetacoin, Litecoin",0.00%,Cryptsy,$111,$0.01,6.94 %
AllCoin - ZimStake / Bitcoin,"ZimStake, Bitcoin",0.00%,AllCoin,$3,$0.00,81.72 %
Ask Coin - ZimStake / Bitcoin,"ZimStake, Bitcoin",0.00%,Ask Coin,$1,$0.00,18.28 %
