Name,Image,Description,Language,Homepage,Profile,Year Submitted,Year Launched,Tags
Cycorp,http://www.chatterbotcollection.com/images/cycorp_1365079772.jpg,"Cycorp is a leading provider of semantic technologies that bring a new level of intelligence and common sense reasoning to a wide variety of software applications. The Cyc software combines an unparalleled common sense ontology and knowledge base with a powerful reasoning engine and natural language interfaces to enable the development of novel knowledge-intensive applications. As a premier knowledge-based technologies research and development company, Cycorp leverages its cutting edge innovations in knowledge representation, machine reasoning, natural language processing, semantic data integration, and information management and search to offer an array of semantic middleware, knowledge-based application development capabilities, and turn-key solutions. The Cyc project, a long-term quest to develop a true artificial intelligence, was founded in 1984 by Dr. Douglas Lenat as a lead project in the Microelectronics and Computer Technology Corporation (MCC). In 1994, Cycorp was founded to further develop, commercialize, and apply the Cyc technology. To foster the growth of semantic reasoning by the research community, Cycorp offers a no-cost license to its semantic technologies development toolkit to the research community. Additionally, it has placed the core Cyc ontology into the public domain. Cycorp has headquarters in Austin, Texas and offices in Ljubljana, Slovenia.",English,http://www.cyc.com/,http://www.chatterbotcollection.com/item_display.php?id=747,2008,,
Cyman,http://www.chatterbotcollection.com/images/cyman_1401380938.png,"Cyman is a conversational digital butler designed to help organise yourself, automate tasks, find information, make you laugh at times and eventually connect to your home. Cyman is the first omnipresent assistant available on both mobile devices and desktop devices through Android and Chrome applications.",English,http://www.cymansystem.com/,http://www.chatterbotcollection.com/item_display.php?id=3181,2014,,Assistant
Cypher,http://www.chatterbotcollection.com/images/cypher_1396033361.jpg,Natural Language Processing for the Semantic Web,English,http://semanticweb.org/wiki/Cypher,http://www.chatterbotcollection.com/item_display.php?id=749,2008,,
Dadorac,http://www.chatterbotcollection.com/images/dadorac.jpg,,English,http://www.dadorac.com/,http://www.chatterbotcollection.com/item_display.php?id=3080,2011,,iTunes
Daisy,,A self-learning chat bot that starts literally from scratch and learns everything from conversations she holds. DOS,English,http://www.leedberg.com/glsoft/,http://www.chatterbotcollection.com/item_display.php?id=752,2008,,
Daphne,,(Dutch) D-Reizen,Dutch,http://www.d-reizen.nl/voi3/frames/index.do?/service/,http://www.chatterbotcollection.com/item_display.php?id=366,2008,,
Darkbot,,"IRC Talking Robot. Darkbot is a very fast and small program written in C language which connects to IRC from an Unix or Windows operating system and automatically ""talks"" and responds to user's questions. Originally created by Jason Hamilton as an aid for help channels to answer repeated questions from its virtually unlimited database, it has became a very popular talking robot in a generic sense, being used all over IRC networks for different purposes and in 18 languages.",English,http://darkbot.sourceforge.net/,http://www.chatterbotcollection.com/item_display.php?id=757,2008,,
Darkin0riA,,Pandorabot,English,http://www.pandorabots.com/pandora/talk?botid=ef919e4f6e348667,http://www.chatterbotcollection.com/item_display.php?id=758,2008,,Pandorabot
DAVE,http://www.chatterbotcollection.com/images/dave_1308840522.jpg,"The A. I. Chat Robot DAVE the English Teacher replies in perfect English just like a private English teacher or human chat partner! With tens of thousands of words in its vocabulary, he is the perfect private tutor. Dave is completely safe and will never contact you by email or phone. You can chat about any topic for as long as you like up to one month!",English,http://www.alicebot.org/dave.html,http://www.chatterbotcollection.com/item_display.php?id=761,2008,,
David,,(French),French,http://david.ysalaya.org/,http://www.chatterbotcollection.com/item_display.php?id=367,2008,,
Dawn,,DOS - Located in this program are six personalities.,English,http://www.simonlaven.com/dawn.htm,http://www.chatterbotcollection.com/item_display.php?id=763,2008,,
Dawnstar,,"Text based interface, looks abandoned.",English,http://rj.vhost.pandorabots.com/pandora/talk?botid=c1776ae8ce354d1f,http://www.chatterbotcollection.com/item_display.php?id=764,2008,,Pandorabot
Daxtron Laboratories,,(ANDYBOT),English,http://www.daxtron.com/AIMLBots.html,http://www.chatterbotcollection.com/item_display.php?id=765,2008,,
Deduce,,Deduce is an artificial intelligence program that performs logical deduction on input you provide it. Requires Python.,English,http://deduce.sourceforge.net/,http://www.chatterbotcollection.com/item_display.php?id=766,2008,,Python
Deeb0t,http://www.chatterbotcollection.com/images/deebot-main__1308764336.gif,Deeb0t is an IRC chat bot. It is capable of making meaningful conversation with other users. It also responds to commands issued by its owner.,English,http://pravin.insanitybegins.com/dev/deebot,http://www.chatterbotcollection.com/item_display.php?id=767,2008,,Chatroom
DesktopMates,http://www.chatterbotcollection.com/images/desktop_mates_1396027549.jpg,"MS Agent, Double Agent and Artificial Intelligence Technologies. Can be used with Zabaware's UltraHal chat bot.",English,http://desktopmates.com/main.html,http://www.chatterbotcollection.com/item_display.php?id=769,2008,,
dg52-php-irc-bot,http://www.chatterbotcollection.com/images/dg52-php-irc-bot_1314456814.png,"The dG52 PHP IRC Bot is an IRC bot coded in object-oriented PHP. Features are added all the time whilst still keeping the base of the bot clear, fast and easy-to-use.",English,http://code.google.com/p/dg52-php-irc-bot/,http://www.chatterbotcollection.com/item_display.php?id=3096,2011,,Chatroom
Di-O-Matic,http://www.chatterbotcollection.com/images/di_o_matic_1401389430.jpg,"Di-O-Matic, Inc. develops high-end character animation plug-ins for Discreet's 3ds max product line as well as training CDs for various 3D software applications.",English,http://www.di-o-matic.com/index.html,http://www.chatterbotcollection.com/item_display.php?id=776,2008,,
Diablo,,"IRC Bot - Welcome to Diablo Internet Services. This is the main home of Diablo Bot, a flexible and efficient IRC Bot written in perl.",English,http://diablo.sourceforge.net/,http://www.chatterbotcollection.com/item_display.php?id=772,2008,,
DIALOBOT,http://www.chatterbotcollection.com/images/robotold01_1308829218.jpg,"(English / Italian) dialoguing interfaces. We make chatbots working on domain-specific content. Dialobot does not try to reach artificial intelligence, but real utility.","English, Italian",http://www.dialobot.com/index_en.html,http://www.chatterbotcollection.com/item_display.php?id=773,2008,,
Diana Zubiri,,"Text based, probably abandoned.",English,http://demo.vhost.pandorabots.com/pandora/talk?botid=878eb575fe352119,http://www.chatterbotcollection.com/item_display.php?id=775,2008,,Pandorabot
Diego,http://www.chatterbotcollection.com/images/SpanishDiego.jpg,"English summary: Diego is a Spanish spoken chat friend. Aiming to assist both natives and those having Spanish as a second language to improve their written skills, Diego can identify thousand of orthographic and grammatical mistakes while talking about soccer, music, literature, movies, news, etc. Available at any time and from any place, Diego is polite, calm (passional when talking about soccer) and even funny from time to time, he is a safe partner like no other to chat with while improving Spanish command.",Spanish,http://www.soydiego.com/,http://www.chatterbotcollection.com/item_display.php?id=2983,2009,,
DIP,,DIP is a dynamic interviewing program which can interview ICQ-Users automatically.,English,http://homepage.univie.ac.at/stefan.stieger/dip/,http://www.chatterbotcollection.com/item_display.php?id=777,2008,,
djuzeppe,,(English / Other Language) AI editor and bot,English,http://project.comex.ru/ai,http://www.chatterbotcollection.com/item_display.php?id=369,2008,,
Dobry,http://www.chatterbotcollection.com/images/dobry11_2_1396028742.png,"Dobry is an artificially intelligent chatbot that you can download and chat with. This is just an early version 1 release. It will improve with time. Dobry will start off by making many mistakes. This is especially true if creating a new mind file that is not based on the default template mind. As you talk with him and he learns how to respond to things, his conversation skills will improve and he will keep you entertained.",English,http://www.dprogramming.com/dobry/,http://www.chatterbotcollection.com/item_display.php?id=782,2008,,
Dominus,http://www.chatterbotcollection.com/images/Dominus_1395955889.gif,Simple text box.,English,http://www.pandorabots.com/pandora/talk?botid=a17488776e35b1da,http://www.chatterbotcollection.com/item_display.php?id=783,2008,,Pandorabot
Doodie,,That's right! Now you can chat with our very own Doodie-bot 24 hrs a day!,English,http://www.pandorabots.com/pandora/talk?botid=f3af63b4be344025,http://www.chatterbotcollection.com/item_display.php?id=785,2008,,Pandorabot
dookieBOT,http://www.chatterbotcollection.com/images/dookieBOT2_1401470616.jpg,Puppy dog chatting.,English,http://pandorabots.com/pandora/talk?botid=cb7524f14e34029b,http://www.chatterbotcollection.com/item_display.php?id=786,2008,,Pandorabot
DORT,http://www.chatterbotcollection.com/images/dort_1308827694.gif,IT uses recursive logic to formulate responses to your questions or statements.,English,http://www.tek-tonic.com/,http://www.chatterbotcollection.com/item_display.php?id=788,2008,,
Dr Mystik,,DOS,English,http://www.simonlaven.com/oracle.htm,http://www.chatterbotcollection.com/item_display.php?id=791,2008,,
Dr Rodney McKay,,Welcome to Rodney's lab.,English,http://www.pandorabots.com/pandora/talk?botid=9a67062aee369be4,http://www.chatterbotcollection.com/item_display.php?id=792,2008,,Pandorabot
Dr Staf,,(French),French,http://tecfa.unige.ch/staf/staf-f/frete/staf14/ex6/welcome.html,http://www.chatterbotcollection.com/item_display.php?id=373,2008,,
Dr. Abuse,,(Spain) Trained in hundreds of conversations with humans and computers through the Internet.,Spanish,http://www.alu.us.es/j/javescinf/curioso/abuse.html,http://www.chatterbotcollection.com/item_display.php?id=370,2008,,
