Company,"Know to use the ""Double Irish Arrangement""?",Discloses Likely Tax Payments from Repatriation,Citizen for Tax Justice ID,Category,Description,Turnover,Profit,Employees,Address,Profile on Irish Times,Coordinates,Image,Sources,Sources Link,Homepage,Twitter
Dialogic,,,,Business Technology,"Dialogic Distribution Limited is a wholly owned subsidiary of Dialogic Corporation. The company is engaged in the manufacture, sale and distribution of connectivity products for PC and local area networks and is a provider of multimedia and signaling technology and platforms.Dialogic Corporation (NASDAQ: DLGC) develops products and technologies that enable operators to provide improved mobile communication. The company estimates its technology touches over two billion mobile subscribers a day and its network solutions carry more than 15 billion minutes of traffic per month.","€35,300,000","€100,000",19,"Unit O3 North Ring Business Park, Santry, Dublin 9, IRELAND",http://www.top1000.ie/dialogic,"53.270231,-6.26416",http://www.top1000.ie/images/logo/dialogic,,,http://www.dialogic.com/,@dialogic
Diesel Card International,,,,Energy,Retail sale of automotive fuel in specialised stores.,"€39,800,000","€1,300,000",121,176 Clooney Road  Greysteel  County Derry  BT47 3DY,http://www.top1000.ie/diesel-card-international,"55.032821,-7.114627",,,,,
Diesel Card Ireland,,,,Energy,"Diesel Card Ireland Limited is part of the Nicholl Oils Group, a company that provides a full range of petroleum products, including home heating oil, retail petrol, lubricants, marine, commercial and industrial fuels, farm fuels and fuelcards.Nicholl Fuel Oils Limited is one of Ireland's largest oil distributors supplying all grades of petroleum products from its depots located across the island.STAR is Nicholl Oils' own brand retail petrol brand launched in 2009, supplying petrol, diesel and gas oil to petrol filling stations.DCI is Ireland's largest fuel card provider with over 1000 sites. It has offices in Galway and Derry.The principal activity of the group is the resale of oil products. DCI Ireland, which has offices in Derry and Galway. provides fuel card services to its clients. The company's fuel cards can be used in 980 service stations in Ireland.","€766,000,000","€9,300,000",197,DCI Limited  Unit 4  2nd Floor  Gray House  Galway Technology Park  Parkmore  Galway,http://www.top1000.ie/diesel-card-ireland,"53.217636,-8.98877",,,,http://www.dcicard.ie/,
Digital River,,,,Technology,Digital River Technology Ltd is a holding company which manages patents and licences on behalf of its US parent the cloud technology company Digital River. Digital River Ireland Ltd is a subsidiary company based in Shannon which provides e-commerce solutions.,"€65,500,000","€14,600,000",102,153 Shannon Free Zone  Shannon  Co Clare,http://www.top1000.ie/digital-river,"52.705979,-8.898346",http://www.top1000.ie/images/logo/digital-river,,,http://www.digitalriver.com/,@digitalriverinc
Digiweb,,,,Consumer Technology,"Digiweb is a broadband, hosting and phone provider, awarded the Irish Telecommunications Company of the Year and ICT Company of the Year 2007, and ranked by Deloitte in each of the last three years in the Top 3 Fastest growing Irish companies and within the Top 100 Companies in Europe, Middle East and Africa.","€38,000,000","€7,000,000",145,College Business & Technology Park  Blanchardstown  Dublin 15,http://www.top1000.ie/digiweb,"53.407065,-6.373773",http://www.top1000.ie/images/logo/digiweb,,,http://www.digiweb.ie/,@digiweb_ireland
Dillon Eustace,,,,Professional Services Law,"Headquartered in Dublin, Dillon Eustace has also opened offices in Tokyo (2000), New York (2009), Hong Kong (2011) and Cayman Islands (2012).It focuses on financial services, banking and capital markets, corporate and M&A, litigation and dispute resolution, as well as real estate and taxation.","€32,000,000",,160,33 Sir John Rogerson's Quay  Dublin 2,http://www.top1000.ie/dillon-eustace,"53.345893,-6.241181",,,,http://www.dilloneustace.ie/,
Dk Donohoe,,,,Business Technology,"The principal activity of Dk Donohoe is the supply of IT products, solutions and services through Datapac.Established in 1982, Datapac is an ICT solutions and services provider.With offices in Dublin, Wexford and Belfast, along with a strategic presence in locations including Cork, Galway and Limerick, Datapac provides nationwide coverage","€41,300,000","€600,000",139,"Robinhood Road, Dublin 22",http://www.top1000.ie/dk-donohoe,"53.319928,-6.354841",,,,http://www.datapac.com/,
Domino's Pizza,,,,Food,"Domino's Pizza is a pizza delivery company. Domino's Pizza UK and Ireland Limited is a wholly owned subsidiary of Domino's Pizza Group plc (""DPG"") which is quoted on the main market of the London Stock Exchange. DPG is the UK and Ireland's leading pizza delivery company and holds the master franchise to own, operate and franchise Domino's Pizza stores in these markets.As at September 25, 2012, there were 770 stores in the UK, Republic of Ireland, Germany and Switzerland.Karshan Limited runs outlets in Dublin, Kildare and Donegal in Ireland.","€21,100,000","€2,500,000",207,13 Adelaide Street  Dun Laoghaire  Co Dublin,http://www.top1000.ie/dominos-pizza,"53.291675,-6.131059",http://www.top1000.ie/images/logo/dominos-pizza,,,,@dominos
Donegal Creameries,,,,Agribusiness,"Donegal Creameries Plc has five main divisions making up its business: Dairy, Agri-inputs, Produce, Property/Other Investments, Other. It has operations in Ireland, the UK, Holland and Brazil. Its Dairy business is centred on fresh milk in the north west of Ireland with processing at Killygordon in Donegal. Its Agri-inputs includes the manufacture of compound animal feeds. Produce includes the development, growing and sale of seed potatoes to over thirty countries. It has significant property assets including The Grianan Estate, one of the largest farms in Ireland and other properties in Donegal, Sligo and the UK.","€80,500,000","€4,700,000",350,Ballyraine  Letterkenny  Co Donegal  Ireland,http://www.top1000.ie/donegal-creameries,"54.954203,-7.708036",,,,http://www.donegal-creameries.ie/,
Donnelly,,,,Agribusiness,"Donnelly Fruit & Veg is a supplied of fresh fruit and vegetable produce in Ireland. Prepared veg, ready to roast veg and salads are among the produce it supplies.","€80,000,000",,248,Food Central  St Margarets  Co. Dublin,http://www.top1000.ie/donnelly,"53.437867,-6.307208",,,,http://www.donnelly.ie/,
Donnelly Group,,,,Transport,"The third largest motor group in Northern Ireland, the Donnelly group currently sells approximately 9 per cent of all new cars sold in NI and is the largest retailer of 4-wheel drive product in the north.The group consists of four trading companies from Ballymena, Belfast, Campsie, Dungannon, Enniskillen and Mallusk. The company sells new and used cars, vans and pick-ups as well as electric vehicles by manufacturers including Mitsubishi, Citroen and Renault.","€228,500,000","€600,000",571,"59 Moy Road, Dungannon  Northern Ireland, BT71 7DT",http://www.top1000.ie/donnelly-group,"54.4809,-6.73788",,,,http://www.donnellygroup.co.uk/,
Donnybrook Fair,,,,Food,"Donnybrook Fair is a family-run business with outlets on Dublin's Baggot Street, as well as in Donnybrook, Stillorgan, and Greystones, Co Wicklow.The company also includes a cookery school, restaurant and catering service.","€23,000,000","€800,000",232,89 Morehampton Road  Donnybrook  Dublin 4,http://www.top1000.ie/donnybrook-fair,"53.324269,-6.24028",http://www.top1000.ie/images/logo/donnybrook-fair,,,http://donnybrookfair.ie/,@DonnybrookFair
Doosan,,,,Construction,"DHEL is the Irish-based subsidiary of the Doosan Infrastructure group which is headquarted in Seoul, Korea. The group produces construction equipment which it ships to customers around the world. It has production facilities in Swords, Co Dublin.","€872,000,000","-€100,000","2,381",Doosan Holdings Europe Limited  Block B  Swords Business Campus  Swords  Co Dublin,http://www.top1000.ie/doosan,"53.457344,-6.219369",http://www.top1000.ie/images/logo/doosan,,,http://www.doosan.com/,@doosanparts
Dornan Engineering,,,,Construction,"Dornan Engineering is a mechanical, electrical and instrumentation contractor operating in Ireland, the UK, Sweden, Germany, Belgium and Russia. Recent projects include the supply and installation of complete electrical and mechanical services on the new air traffic control tower at Cork airport. It is based in Little Island, Co Cork and employs 345 people.","€135,600,000","€7,400,000",437,10 Eastgate Avenue  Eastgate  Little Island  Co. Cork,http://www.top1000.ie/dornan-engineering,"51.903983,-8.362476",,,,http://www.dornan.ie/,
Doyle Hotels,,,,Property,"The Doyle hotel group consists of eight luxury hotels in five cities in Ireland, the UK and US. Irish properties in the portfolio include The Westbury and The Croke Park Hotels in Dublin and the River Lee Hotel in Cork. There are three hotels in London, one in Bristol and one in Washington DC. The company was founded in 1964 when PV Doyle opened the Montrose Hotel, Dublin. It is now run by the Doyle and Beatty families. The company employs over 1,200 people.","€126,500,000","€10,700,000","1,178",165 Pembroke Rd  Ballsbridge  Dublin 4,http://www.top1000.ie/doyle-hotels,"53.332855,-6.242382",http://www.top1000.ie/images/logo/doyle-hotels,,,http://www.doylecollection.com/,@doylecollection
DPL Group,,,,Construction,"The DPL group specialises in the distribution of building materials. Founded in 1971, its headquarters are in Dublin 8 and it has ten branches throughout Ireland employing almost 200 people.","€41,100,000","-€900,000",182,68 Old Kilmainham Road  Dublin 8,http://www.top1000.ie/dpl-group,"53.340724,-6.304263",,,,http://www.dpl.ie/,
DPS Engineering,,,,Construction,"DPS is a project management and engineering company serving industry around the world for over 30 years. It provides full service engineering for its clients including project and programme management, procurement, design, construction management, health & safety management, commissioning, qualification and start-up on numerous projects across a range of market sectors.","€54,700,000",,621,"Landscape House, Baldonnell Business Park, Baldonnell, Co. Dublin",http://www.top1000.ie/dps-engineering,"53.305442,-6.452528",,,,http://www.dpseng.com/,
Dragon Oil,,,,Energy,"Dragon Oil is an independent international oil and gas exploration, development and production company. Its principal producing asset is the Cheleken Contract Area, in the eastern section of the Caspian Sea, offshore Turkmenistan. It employes 1,223 people internationally. The Group’s headquarters are located in Dubai, United Arab Emirates and it also has offices in Ashgabat, the capital of Turkmenistan. As of the December 31st 2011 it had ""proved and probable"" oil reserves of 658 million barrels of oil and condensate, gas reserves and contingent gas resources of c. 3 TCF.Dragon Oil is registered in Ireland (Company Registration no: 35228) with a primary listing on the Irish Stock Exchange and, since 6 April 2010, in accordance with recent changes to the UK listing Regime, has been designated as a premium listing on the London Stock Exchange (Ticker: DGO).","€876,100,000","€613,700,000","1,368",6th Floor  South Bank House  Barrow Street  Dublin 4  Ireland,http://www.top1000.ie/dragon-oil,"53.341213,-6.236501",,,,http://www.dragonoil.com/,
Drinagh Co-op,,,,Agribusiness,"Drinagh Co-op is a West Cork Dairy Co-Operative. It was founded in 1923 by curate Fr. John Crowley and a number of local farmers. The operation has 15 branch offices spread throughout West Cork and employs over 200 people.It also has a 35% ownership in the Carbery Group, a provender mill and investments internationally in green energy and property.","€41,600,000","€1,500,000",200,Drinagh  Co Cork,http://www.top1000.ie/drinagh-coop,"51.651398,-9.147151",,,,http://www.drinagh.com/,
