Document Name,Company,Document Type,Year,Country Codes,Tags,Target System,Product,Document Page,Download Link,Spy FIles Release
Number Plate Recognition,ELSAG,Catalogue,2011,United States,"License Plate Recognition, CCTV",,,https://wikileaks.org/spyfiles/docs/ELSAG_2011_NumbPlatReco_en.html,www.wikileaks.org/spyfiles/docs/ELSAG-2011-NumbPlatReco-en.pdf,Spy Files 3
Observer,ELEXO,Brochure,unspecified,France,,,,https://wikileaks.org/spyfiles/docs/ELEXO_Obse_fr.html,www.wikileaks.org/spyfiles/docs/ELEXO-Obse-fr.pdf,Spy Files 3
Observer 12 Fonctions de securite,ELEXO,Presentation,unspecified,"France, United States",,,,https://wikileaks.org/spyfiles/docs/ELEXO_Obse12Fonc_fr.html,www.wikileaks.org/spyfiles/docs/ELEXO-Obse12Fonc-fr.pdf,Spy Files 3
Observer Infrastructure / Link Analyst,ELEXO,Presentation,unspecified,France,,,,https://wikileaks.org/spyfiles/docs/ELEXO_ObseInfrLink_en.html,www.wikileaks.org/spyfiles/docs/ELEXO-ObseInfrLink-en.pdf,Spy Files 3
Observer integre les technologies NetFlow & sFlow,ELEXO,Brochure,unspecified,,,,,https://wikileaks.org/spyfiles/docs/ELEXO_Obseinteles_en.html,www.wikileaks.org/spyfiles/docs/ELEXO-Obseinteles-en.pdf,Spy Files 3
Observer Un outil adapte a la VoIP,ELEXO,Brochure,unspecified,,,,,https://wikileaks.org/spyfiles/docs/ELEXO_ObseUnouti_fr.html,www.wikileaks.org/spyfiles/docs/ELEXO-ObseUnouti-fr.pdf,Spy Files 3
Ocellus S100 GPS Surveillance and tracking,Qinetiq,Brochure,2011,"United Kingdom, Canada","Location Tracking, Covert Tracking Devices, Covert Surveillance Devices",,,https://wikileaks.org/spyfiles/docs/QINETIQ_2011_OcelS100GPS_en.html,www.wikileaks.org/spyfiles/docs/QINETIQ-2011-OcelS100GPS-en.pdf,Spy Files 3
"Ocellus T100 High performance GPS Logistics Tracking for Trailers, Containers, Vehicles and Remote Assets",Qinetiq,Brochure,2011,"United Kingdom, Canada","Location Tracking, Covert Tracking Devices, Covert Surveillance Devices",,,https://wikileaks.org/spyfiles/docs/QINETIQ_2011_OcelT100High_en.html,www.wikileaks.org/spyfiles/docs/QINETIQ-2011-OcelT100High-en.pdf,Spy Files 3
OM Purchase Order,Dreamlab,Contract Material,2010,"Switzerland, Oman","Trojans, Strategic Infection",Internet Usage,,https://wikileaks.org/spyfiles/docs/DREAMLAB_2010_OMPurcOrde_en.html,www.wikileaks.org/spyfiles/docs/DREAMLAB-2010-OMPurcOrde-en.pdf,Spy Files 3
OM Quotation Monitoring for iproxy-project,Dreamlab,Contract Material,2010,"Switzerland, Oman","Trojans, Strategic Infection",Internet Usage,,https://wikileaks.org/spyfiles/docs/DREAMLAB_2010_OMQuotMoni_en.html,www.wikileaks.org/spyfiles/docs/DREAMLAB-2010-OMQuotMoni-en.pdf,Spy Files 3
OM System Manual,Dreamlab,Deployment Docu,2010,"Switzerland, Oman","Trojans, Strategic Infection",Internet Usage,,https://wikileaks.org/spyfiles/docs/DREAMLAB_2010_OMSystManu_en.html,www.wikileaks.org/spyfiles/docs/DREAMLAB-2010-OMSystManu-en.pdf,Spy Files 3
Omega Recording Transmitter,Cobham,Data Sheet,2011,Denmark,"Covert Surveillance Devices, Tactical Interception Devices",,,https://wikileaks.org/spyfiles/docs/COBHAM_2011_OmegRecoTran_en.html,www.wikileaks.org/spyfiles/docs/COBHAM-2011-OmegRecoTran-en.pdf,Spy Files 3
OptiCop Interceptor Monitoring Access solutions,NetQuest,Brochure,2011,United States,"Lawful Interception, Mass Monitoring",,,https://wikileaks.org/spyfiles/docs/NETQUEST_2011_OptiInteMoni_en.html,www.wikileaks.org/spyfiles/docs/NETQUEST-2011-OptiInteMoni-en.pdf,Spy Files 3
Orion SkyWeb Premium,Cobham,Data Sheet,2011,Denmark,Location Tracking,,,https://wikileaks.org/spyfiles/docs/COBHAM_2011_OrioSkyWPrem_en.html,www.wikileaks.org/spyfiles/docs/COBHAM-2011-OrioSkyWPrem-en.pdf,Spy Files 3
Our Mission to make the world a safer place for all of us,Trovicor,Brochure,2011,Germany,"Monitoring Centre, Service",,,https://wikileaks.org/spyfiles/docs/TROVICOR_2011_OurMissto_en.html,www.wikileaks.org/spyfiles/docs/TROVICOR-2011-OurMissto-en.pdf,Spy Files 3
PACE Protocol & Application Classification Engine,Ipoque,Data Sheet,unspecified,,Deep Packet Inspection,,,https://wikileaks.org/spyfiles/docs/IPOQUE_PACEProtAppl_en.html,www.wikileaks.org/spyfiles/docs/IPOQUE-PACEProtAppl-en.pdf,Spy Files 3
Packet Monitoring Solutions,Telesoft Technologies,Brochure,2011,"United Kingdom, United States, India","COMINT, Deep Packet Inspection, Lawful Interception, Internet Monitoring, Mass Monitoring, Network Recording, Passive Surveillance, Traffic Data Processing, SIGINT","100GE Network, 100GE Network, 100GE Network, 100GE Network, 100GE Network, VoIP, Communications Intelligence (COMINT), Session Initiation Protocol (SIP), IP Address, Ipv6, Transmission Control Protocol (TCP), User Datagram Protocol (UDP), PCI Express, E-mail, Point to Point Protocol (PPP)",,https://wikileaks.org/spyfiles/docs/TELESOFTTECHNOLOGIES_2011_PackMoniSolu_en.html,www.wikileaks.org/spyfiles/docs/TELESOFTTECHNOLOGIES-2011-PackMoniSolu-en.pdf,Spy Files 3
Paris Expo,Trovicor,Brochure,2012,Germany,"Lawful Interception, Monitoring Centre","Phone Network, Mobile Phone Network",,https://wikileaks.org/spyfiles/docs/TROVICOR_2012_PariExpo_en.html,www.wikileaks.org/spyfiles/docs/TROVICOR-2012-PariExpo-en.pdf,Spy Files 3
Persistent Wide Area Surveillance,PV Labs,Brochure,2011,United States,"CCTV, Image Recognition",,,https://wikileaks.org/spyfiles/docs/PVLABS_2011_PersWideArea_en.html,www.wikileaks.org/spyfiles/docs/PVLABS-2011-PersWideArea-en.pdf,Spy Files 3
Presentation du Director,Net Optics,Presentation,unspecified,United States,,,,https://wikileaks.org/spyfiles/docs/NETOPTICS_PresduDire_fr.html,www.wikileaks.org/spyfiles/docs/NETOPTICS-PresduDire-fr.pdf,Spy Files 3
Presentation Societe,Siltec,Presentation,unspecified,Poland,,,,https://wikileaks.org/spyfiles/docs/SILTEC_PresSoci_fr.html,www.wikileaks.org/spyfiles/docs/SILTEC-PresSoci-fr.pdf,Spy Files 3
Principe de fonctioneement d´un TAP cuivre,Net Optics,Presentation,unspecified,United States,,,,https://wikileaks.org/spyfiles/docs/NETOPTICS_Prindefonc_fr.html,www.wikileaks.org/spyfiles/docs/NETOPTICS-Prindefonc-fr.pdf,Spy Files 3
Private VoIP Exchanges & the IAX Dilemma,Packet Forensics,Brochure,2011,United States,"Packet Forensics, VoIP, COMINT, H323, SIP, MGCP, Iax",,,https://wikileaks.org/spyfiles/docs/PACKETFORENSICS_2011_PrivVoIPExch_en.html,www.wikileaks.org/spyfiles/docs/PACKETFORENSICS-2011-PrivVoIPExch-en.pdf,Spy Files 3
proceo,Okham Solutions,Brochure,2011,France,"Analysis Software, Visualisation",,,https://wikileaks.org/spyfiles/docs/OCKHAM_2011_proc_fr.html,www.wikileaks.org/spyfiles/docs/OCKHAM-2011-proc-fr.pdf,Spy Files 3
Public Security 54,ADS UKTI Defence & Secuity Organisation,Brochure,2011,United Kingdom,,GSM,,https://wikileaks.org/spyfiles/docs/ADS_2011_PublSecu54_en.html,www.wikileaks.org/spyfiles/docs/ADS-2011-PublSecu54-en.pdf,Spy Files 3
Q20 High Dynamics GPS Receiver Module,Qinetiq,Brochure,2011,"United Kingdom, Canada",Location Tracking,,,https://wikileaks.org/spyfiles/docs/QINETIQ_2011_Q20HighDyna_en.html,www.wikileaks.org/spyfiles/docs/QINETIQ-2011-Q20HighDyna-en.pdf,Spy Files 3
Recording and Transcription Systems,Speech Technology Center,Brochure,unspecified,"Russia, Germany","Audio Forensics, Speaker Identification, Speech Recognition",,,https://wikileaks.org/spyfiles/docs/SPEECHTECHNOLOGY_RecoandTran_en.html,www.wikileaks.org/spyfiles/docs/SPEECHTECHNOLOGY-RecoandTran-en.pdf,Spy Files 3
Redirector Programmer Guide Version 4.0,Silicom,Manual,2010,Israel,Strategic Infection,Internet Usage,,https://wikileaks.org/spyfiles/docs/SILICOM_2010_RediProgGuid_en.html,www.wikileaks.org/spyfiles/docs/SILICOM-2010-RediProgGuid-en.pdf,Spy Files 3
RF detection,Berkeley Varitronics Systems,Brochure,2011,United States,SIGINT,,,https://wikileaks.org/spyfiles/docs/BERKELEYVARITRONICS_2011_RFdete_en.html,www.wikileaks.org/spyfiles/docs/BERKELEYVARITRONICS-2011-RFdete-en.pdf,Spy Files 3
RGN-CU-IL4 4x1 10/100BaseT In-Line Regeneration Tap,Net Optics,Brochure,unspecified,United States,Hardware,,,https://wikileaks.org/spyfiles/docs/NETOPTICS_RGN_4x110_en.html,www.wikileaks.org/spyfiles/docs/NETOPTICS-RGN-4x110-en.pdf,Spy Files 3
Safe Cities Surveillance Infrastructure,Cobham,Brochure,2011,Denmark,"Internet Monitoring, Tactical Gsm Interception, SIGINT, COMINT, Covert Surveillance Devices, Location Tracking, Visualisation",,,https://wikileaks.org/spyfiles/docs/COBHAM_2011_SafeCitiSurv_en.html,www.wikileaks.org/spyfiles/docs/COBHAM-2011-SafeCitiSurv-en.pdf,Spy Files 3
Safe City Solutions,NICE Systems,Brochure,2011,"Israel, United States, United Kingdom, Hong Kong","Mass Monitoring, CCTV, Covert Surveillance Devices, Location Tracking",,,https://wikileaks.org/spyfiles/docs/NICE_2011_SafeCitySolu_en.html,www.wikileaks.org/spyfiles/docs/NICE-2011-SafeCitySolu-en.pdf,Spy Files 3
Scan Surveillance for Governments,Scan & Target,Brochure,2011,France,"Deep Packet Inspection, COMINT, Network Recording, Sms Monitoring, Lawful Interception, Traffic Data Processing, Semantic Analysis, Social Network Analysis, Software, Hardware","Twitter, E-mail, Instant Messaging, Facebook, Internet Usage, Blogs, Forums",,https://wikileaks.org/spyfiles/docs/SCANTARGET_2011_ScanSurvfor_en.html,www.wikileaks.org/spyfiles/docs/SCANTARGET-2011-ScanSurvfor-en.pdf,Spy Files 3
Schedule 2013,Telestrategies,Catalogue,2013,Global,,,,https://wikileaks.org/spyfiles/docs/ISS_2013_Sche2013_en.html,www.wikileaks.org/spyfiles/docs/ISS-2013-Sche2013-en.pdf,Spy Files 3
Security and Surveillance - Video Analytics,Autonomy,Brochure,2011,United States,"CCTV, Analysis Software",,,https://wikileaks.org/spyfiles/docs/AUTONOMY_2011_SecuandSurv_en.html,www.wikileaks.org/spyfiles/docs/AUTONOMY-2011-SecuandSurv-en.pdf,Spy Files 3
Septier Monitoring Centre,Septier,Brochure,2011,France,"Speaker Identification, Text Mining, VoIP, COMINT, Monitoring Centre, Speech Recognition","E-mail, Sms, Instant Messaging",,https://wikileaks.org/spyfiles/docs/SEPTIER_2011_SeptMoniCent_en.html,www.wikileaks.org/spyfiles/docs/SEPTIER-2011-SeptMoniCent-en.pdf,Spy Files 3
SessionVista CX-10 Collector Datasheet,Mantaro,Brochure,2011,United States,"Visualisation, VoIP, COMINT, Lawful Interception, Deep Packet Inspection","Instant Messaging, E-mail",,https://wikileaks.org/spyfiles/docs/MANTARO_2011_SessCX10_en.html,www.wikileaks.org/spyfiles/docs/MANTARO-2011-SessCX10-en.pdf,Spy Files 3
Showcases Law Enforcement Citywide Surveillance,Digital Barriers,Brochure,2011,"United Kingdom, France, United States, United Arab Emirates, Singapore","Mass Monitoring, CCTV",,,https://wikileaks.org/spyfiles/docs/DIGITALBARRIERS_2011_ShowLawEnfo_en.html,www.wikileaks.org/spyfiles/docs/DIGITALBARRIERS-2011-ShowLawEnfo-en.pdf,Spy Files 3
Signal Technology in Service of Homeland Security,MEDAV,Brochure,2011,Germany,"Internet Monitoring, Mass Monitoring, COMINT, SIGINT, OSINT, HUMINT, MASINT, Visualisation, Lawful Interception, Network Recording, Passive Surveillance, Data Retention, Deep Packet Inspection, VoIP, COMINT, Audio Forensics, Social Network Analysis","IPhone, Ios, Apple, GIS",,https://wikileaks.org/spyfiles/docs/MEDAV_2011_SignTechin_en.html,www.wikileaks.org/spyfiles/docs/MEDAV-2011-SignTechin-en.pdf,Spy Files 3
Signals intelligence solutions,L-3 ASA,Catalogue,2011,"United Kingdom, United States","SIGINT, Lawful Interception, Location Tracking",,,https://wikileaks.org/spyfiles/docs/L3ASA_2011_Signintesolu_en.html,www.wikileaks.org/spyfiles/docs/L3ASA-2011-Signintesolu-en.pdf,Spy Files 3
SIMiFOR,Forensic Telecommunications Services,Brochure,2011,"United Kingdom, United States","Forensic Telecommunications Services, Cell Phone Forensics, Sim Card Forensics",,,https://wikileaks.org/spyfiles/docs/FORENSICTELECOMMUNICATIONS_2011_SIMi_en.html,www.wikileaks.org/spyfiles/docs/FORENSICTELECOMMUNICATIONS-2011-SIMi-en.pdf,Spy Files 3
SIS II Specialized Audio Editor,Speech Technology Center,Brochure,2010,"Russia, Germany","Audio Forensics, Speech Recognition, Speaker Identification, Service",Phone Network,,https://wikileaks.org/spyfiles/docs/SPEECHTECHNOLOGY_2010_SISIISpec_en.html,www.wikileaks.org/spyfiles/docs/SPEECHTECHNOLOGY-2010-SISIISpec-en.pdf,Spy Files 3
Small Cellular Basestations for security applications,Cambridge Consultants,Brochure,2011,"United Kingdom, United States","IMSI Catcher, Lawful Interception, Tactical Gsm Interception",,,https://wikileaks.org/spyfiles/docs/CAMBRIDGECONSULTANTS_2011_SmalCellBase_en.html,www.wikileaks.org/spyfiles/docs/CAMBRIDGECONSULTANTS-2011-SmalCellBase-en.pdf,Spy Files 3
Solutions dAnalyse Reseau,ELEXO,Presentation,unspecified,,,,,https://wikileaks.org/spyfiles/docs/ELEXO_SoludAnal_fr.html,www.wikileaks.org/spyfiles/docs/ELEXO-SoludAnal-fr.pdf,Spy Files 3
Sondes pour le monitoring a distance du reseau,Networks Instruments,Brochure,unspecified,"United States, France",,,,https://wikileaks.org/spyfiles/docs/NETWORKINSTRUMENTS_Sondpourle_fr.html,www.wikileaks.org/spyfiles/docs/NETWORKINSTRUMENTS-Sondpourle-fr.pdf,Spy Files 3
Speaker Identification Field Toolkit,Agnitio,Brochure,2011,Spain,"Audio Forensics, Speaker Identification, Speech Recognition",Phone Network,,https://wikileaks.org/spyfiles/docs/AGNITIO_2011_SpeaIdenFiel_en.html,www.wikileaks.org/spyfiles/docs/AGNITIO-2011-SpeaIdenFiel-en.pdf,Spy Files 3
Spectrum Intelligence Systems,CRFS,Catalogue,2011,United Kingdom,"Cell Phone Detection, SIGINT",,,https://wikileaks.org/spyfiles/docs/CRFS_2011_SpecInteSyst_en.html,www.wikileaks.org/spyfiles/docs/CRFS-2011-SpecInteSyst-en.pdf,Spy Files 3
Speed Size Simplicity,Aappro,Brochure,2011,United Kingdom,"Tactical Interception Devices, Tactical Gsm Interception",GSM,,https://wikileaks.org/spyfiles/docs/AAPPRO_2011_SpeeSizeSimp_en.html,www.wikileaks.org/spyfiles/docs/AAPPRO-2011-SpeeSizeSimp-en.pdf,Spy Files 3
SPEKTOR Forensic Intelligence,Evidence Talks Ltd.,Brochure,2012,United Kingdom,"Cell Phone Forensics, Sim Card Forensics, Hardware, Software",,,https://wikileaks.org/spyfiles/docs/EVIDENCETALKS_2012_SPEKForeInte_en.html,www.wikileaks.org/spyfiles/docs/EVIDENCETALKS-2012-SPEKForeInte-en.pdf,Spy Files 3
SSL Inspector,Netronome,Brochure,2011,United States,"Deep Packet Inspection, SSL, Hardware",,,https://wikileaks.org/spyfiles/docs/NETRONOME_2011_SSLInsp_en.html,www.wikileaks.org/spyfiles/docs/NETRONOME-2011-SSLInsp-en.pdf,Spy Files 3
Stopping Cyber Criminials in Their Tracks,i2 Group,Brochure,2010,United States,"Analysis Software, Software",,,https://wikileaks.org/spyfiles/docs/I2GROUP_2010_StopCybeCrim_en.html,www.wikileaks.org/spyfiles/docs/I2GROUP-2010-StopCybeCrim-en.pdf,Spy Files 3
Strategic Satellite Monitoring,VASTech,Brochure,2011,South Africa,"COMINT, Satellite Interception, Strategic Interception",,,https://wikileaks.org/spyfiles/docs/VASTECH_2011_StraSateMoni_en.html,www.wikileaks.org/spyfiles/docs/VASTECH-2011-StraSateMoni-en.pdf,Spy Files 3
Strategic Telecommunication Network Monitoring,VASTech,Brochure,2011,South Africa,"Mass Monitoring, Network Recording, Speech Recognition, Traffic Data Processing, Sms Monitoring, Internet Monitoring, Deep Packet Inspection, Strategic Interception, Hardware, Software",,,https://wikileaks.org/spyfiles/docs/VASTECH_2011_StraTeleNetw_en.html,www.wikileaks.org/spyfiles/docs/VASTECH-2011-StraTeleNetw-en.pdf,Spy Files 3
Strategy for an overall intelligence Concept,Gamma,Brochure,2011,"Germany, United Kingdom, Switzerland","Trojans, Strategic Infection",Internet Usage,,https://wikileaks.org/spyfiles/docs/GAMMA_2011_Straforan_en.html,www.wikileaks.org/spyfiles/docs/GAMMA-2011-Straforan-en.pdf,Spy Files 3
Superior Pattern Discovery Solutions,Visual Analytics Inc,Catalogue,2011,United States,"Visual Analytics Inc, Analysis Software, Visualisation, Data Mining, Software, Service",,,https://wikileaks.org/spyfiles/docs/VISUALANALYTICS_2011_SupePattDisc_en.html,www.wikileaks.org/spyfiles/docs/VISUALANALYTICS-2011-SupePattDisc-en.pdf,Spy Files 3
Surveillance Simplified,Packet Forensics,Brochure,2011,United States,"Packet Forensics, Internet Monitoring, Lawful Interception, Deep Packet Inspection",,,https://wikileaks.org/spyfiles/docs/PACKETFORENSICS_2011_SurvSimp_en.html,www.wikileaks.org/spyfiles/docs/PACKETFORENSICS-2011-SurvSimp-en.pdf,Spy Files 3
Tactical Communications and Surveillance,Cobham,Data Sheet,2011,Denmark,"Location Tracking, Covert Tracking Devices, Covert Surveillance Devices, Tactical Gsm Interception, CCTV, Covert Surveillance Devices, Image Recognition",,,https://wikileaks.org/spyfiles/docs/COBHAM_2011_TactCommand_en.html,www.wikileaks.org/spyfiles/docs/COBHAM-2011-TactCommand-en.pdf,Spy Files 3
Tactical Content Management System,PV Labs,Brochure,2011,United States,Image Recognition,,,https://wikileaks.org/spyfiles/docs/PVLABS_2011_TactContMana_en.html,www.wikileaks.org/spyfiles/docs/PVLABS-2011-TactContMana-en.pdf,Spy Files 3
Tactical Observation Solutions,SESP,Brochure,2010,United Kingdom,"Tactical Interception Devices, Hardware",,,https://wikileaks.org/spyfiles/docs/SESP_2010_TactObseSolu_en.html,www.wikileaks.org/spyfiles/docs/SESP-2010-TactObseSolu-en.pdf,Spy Files 3
Tap into your Network Product Brochure,Net Optics,Brochure,unspecified,United States,,,,https://wikileaks.org/spyfiles/docs/NETOPTICS_Tapintoyour_en.html,www.wikileaks.org/spyfiles/docs/NETOPTICS-Tapintoyour-en.pdf,Spy Files 3
Tartan Software overview,Ntrepid,Brochure,2011,United States,"Analysis Software, Visualisation, Strategic Interception, Software",,,https://wikileaks.org/spyfiles/docs/NTREPID_2011_TartSoftover_en.html,www.wikileaks.org/spyfiles/docs/NTREPID-2011-TartSoftover-en.pdf,Spy Files 3
Techncial Surveillance equipments,BEA,Brochure,2011,Italy,"COMINT, Covert Surveillance Devices, Covert Tracking Devices, Covert Surveillance Devices, SIGINT, Audio Forensics",,,https://wikileaks.org/spyfiles/docs/BEA_2011_TechSurvequi_en.html,www.wikileaks.org/spyfiles/docs/BEA-2011-TechSurvequi-en.pdf,Spy Files 3
Tempest Product Overview,Siltec,Brochure,unspecified,Poland,Tempest,,,https://wikileaks.org/spyfiles/docs/SILTEC_TempProdOver_en.html,www.wikileaks.org/spyfiles/docs/SILTEC-TempProdOver-en.pdf,Spy Files 3
TextChart AutoMark 8,i2 Group,Brochure,2010,United States,"Analysis Software, Text Mining",,,https://wikileaks.org/spyfiles/docs/I2GROUP_2010_TextAuto8_en.html,www.wikileaks.org/spyfiles/docs/I2GROUP-2010-TextAuto8-en.pdf,Spy Files 3
Thor Digitial Surveillance System,Cobham,Data Sheet,2011,Denmark,"Tactical Interception Devices, Covert Surveillance Devices",,,https://wikileaks.org/spyfiles/docs/COBHAM_2011_ThorDigiSurv_en.html,www.wikileaks.org/spyfiles/docs/COBHAM-2011-ThorDigiSurv-en.pdf,Spy Files 3
Thor Mini Receiver,Cobham,Brochure,2011,Denmark,"Covert Surveillance Devices, Tactical Interception Devices, Hardware",,,https://wikileaks.org/spyfiles/docs/COBHAM_2011_ThorMiniRece_en.html,www.wikileaks.org/spyfiles/docs/COBHAM-2011-ThorMiniRece-en.pdf,Spy Files 3
Timebox Event Visualisation IX Capability,Hewlett-Packard,Brochure,2011,United States,"Visualisation, Analysis Software",,,https://wikileaks.org/spyfiles/docs/HPDEFENCE_2011_TimeEvenVisu_en.html,www.wikileaks.org/spyfiles/docs/HPDEFENCE-2011-TimeEvenVisu-en.pdf,Spy Files 3
TM Finfisher FinFly ISP Project Turkmenistan,Gamma,Deployment Docu,2011,"Germany, United Kingdom, Turkmenistan","Trojans, Strategic Infection",Internet Usage,,https://wikileaks.org/spyfiles/docs/GAMMA_2011_TMFinfFinF_en.html,www.wikileaks.org/spyfiles/docs/GAMMA-2011-TMFinfFinF-en.pdf,Spy Files 3
TM Quotation InfectionProxy,Dreamlab,Contract Material,2010,"Switzerland, Turkmenistan","Trojans, Strategic Infection",Internet Usage,,https://wikileaks.org/spyfiles/docs/DREAMLAB_2010_TMQuotInfe_en.html,www.wikileaks.org/spyfiles/docs/DREAMLAB-2010-TMQuotInfe-en.pdf,Spy Files 3
TMR 16E1 PCIe,Tamara,Data Sheet,unspecified,Turkey,,,,https://wikileaks.org/spyfiles/docs/TAMARA_TMR16E1PCIe_en.html,www.wikileaks.org/spyfiles/docs/TAMARA-TMR16E1PCIe-en.pdf,Spy Files 3
TVI S400 Wireless Surveillance,Digital Barriers,Brochure,2011,"United Kingdom, France, United States, United Arab Emirates, Singapore","Covert Surveillance Devices, CCTV",,,https://wikileaks.org/spyfiles/docs/DIGITALBARRIERS_2011_TVIS400Wire_en.html,www.wikileaks.org/spyfiles/docs/DIGITALBARRIERS-2011-TVIS400Wire-en.pdf,Spy Files 3
UK Pavilion at Milipol,ADS UKTI Defence & Secuity Organisation,Brochure,2011,United Kingdom,,,,https://wikileaks.org/spyfiles/docs/ADS_2011_UKPaviat_en.html,www.wikileaks.org/spyfiles/docs/ADS-2011-UKPaviat-en.pdf,Spy Files 3
Unmanned Surveillance System,Harris,Brochure,2011,United States,"Covert Surveillance Devices, CCTV, Image Recognition",,,https://wikileaks.org/spyfiles/docs/HARRIS_2011_UnmaSurvSyst_en.html,www.wikileaks.org/spyfiles/docs/HARRIS-2011-UnmaSurvSyst-en.pdf,Spy Files 3
Urban Management Solutions,AGT International,Brochure,2011,"Switzerland, Netherlands, United Kingdom, Germany, Brazil, Singapore, India",Analysis Software,Phone Network,,https://wikileaks.org/spyfiles/docs/AGTINTERNATIONAL_2011_UrbaManaSolu_fr.html,www.wikileaks.org/spyfiles/docs/AGTINTERNATIONAL-2011-UrbaManaSolu-fr.pdf,Spy Files 3
Urban Security - Mexico city,Thales,Brochure,2011,France,"Urban Security, Passive Surveillance",,,https://wikileaks.org/spyfiles/docs/THALES_2011_UrbaSecuMexi_en.html,www.wikileaks.org/spyfiles/docs/THALES-2011-UrbaSecuMexi-en.pdf,Spy Files 3
Utimaco LIMS Interceptacion legal de servicios de telecomunicaciones,Utimaco,Brochure,unspecified,"Germany, United Kingdom",Lawful Interception,"Phone Network, Mobile Phone Network",,https://wikileaks.org/spyfiles/docs/UTIMACO_UtimLIMSInte_es.html,www.wikileaks.org/spyfiles/docs/UTIMACO-UtimLIMSInte-es.pdf,Spy Files 3
Utimacop LIMS Lawful Interception of Telecommuication Services,Utimaco,Brochure,2010,"Germany, United Kingdom",Lawful Interception,"Phone Network, Mobile Phone Network",,https://wikileaks.org/spyfiles/docs/UTIMACO_2010_UtimLIMSLawf_en.html,www.wikileaks.org/spyfiles/docs/UTIMACO-2010-UtimLIMSLawf-en.pdf,Spy Files 3
VEGA,Elektron,Brochure,unspecified,France,"COMINT, Location Tracking, Monitoring Centre",,,https://wikileaks.org/spyfiles/docs/ELEKTRON_VEGA_fr.html,www.wikileaks.org/spyfiles/docs/ELEKTRON-VEGA-fr.pdf,Spy Files 3
Vereinbarung einer strategischen Partnerschaft,"Dreamlab, Gamma",Contract Material,2011,"Germany, United Kingdom, Switzerland","Trojans, Strategic Infection",Internet Usage,,https://wikileaks.org/spyfiles/docs/DREAMLABGAMMA_2011_Vereeinestra_de.html,www.wikileaks.org/spyfiles/docs/DREAMLABGAMMA-2011-Vereeinestra-de.pdf,Spy Files 3
Virtualisation,ELEXO,Brochure,unspecified,,,,,https://wikileaks.org/spyfiles/docs/ELEXO_Virt_fr.html,www.wikileaks.org/spyfiles/docs/ELEXO-Virt-fr.pdf,Spy Files 3
Virtus Translation for Structured Data,Virtus,Brochure,2011,United States,"Analysis Software, Software",,,https://wikileaks.org/spyfiles/docs/VIRTUS_2011_VirtTranfor_en.html,www.wikileaks.org/spyfiles/docs/VIRTUS-2011-VirtTranfor-en.pdf,Spy Files 3
Vision Analytics,AI Solve,Brochure,2011,United Kingdom,"Facial Recognition, Vehicle Tracking, CCTV",,,https://wikileaks.org/spyfiles/docs/AISOLVE_2011_VisiAnal_en.html,www.wikileaks.org/spyfiles/docs/AISOLVE-2011-VisiAnal-en.pdf,Spy Files 3
VoiceGrid Voice Biometric Solutions,Speech Technology Center,Brochure,2011,"Russia, Germany","Mass Monitoring, Biometrics, Analysis Software, Audio Forensics, Speaker Identification, Speech Recognition",,,https://wikileaks.org/spyfiles/docs/SPEECHTECHNOLOGY_2011_VoicVoicBiom_en.html,www.wikileaks.org/spyfiles/docs/SPEECHTECHNOLOGY-2011-VoicVoicBiom-en.pdf,Spy Files 3
VoiceGrid X,Speech Technology Center,Brochure,2011,"Russia, Germany","Audio Forensics, Biometrics, Speaker Identification, Analysis Software, Speech Recognition",,,https://wikileaks.org/spyfiles/docs/SPEECHTECHNOLOGY_2011_VoicX_en.html,www.wikileaks.org/spyfiles/docs/SPEECHTECHNOLOGY-2011-VoicX-en.pdf,Spy Files 3
VoiceGrid X Voice Biometrics Soilutions,Speech Technology Center,Brochure,2011,"Russia, Germany","Analysis Software, Speech Recognition, Speaker Identification, Software",,,https://wikileaks.org/spyfiles/docs/SPEECHTECHNOLOGY_2011_VoicXVoic_en.html,www.wikileaks.org/spyfiles/docs/SPEECHTECHNOLOGY-2011-VoicXVoic-en.pdf,Spy Files 3
WatchHound cellphone monitor,Berkeley Varitronics Systems,Brochure,2011,United States,"SIGINT, Cell Phone Forensics",,,https://wikileaks.org/spyfiles/docs/BERKELEYVARITRONICS_2011_Watccellmoni_en.html,www.wikileaks.org/spyfiles/docs/BERKELEYVARITRONICS-2011-Watccellmoni-en.pdf,Spy Files 3
Wireless Homeland Security,Cambridge Consultants,Brochure,2011,"United Kingdom, United States","Cell Phone Forensics, Location Tracking, Tactical Gsm Interception, Tactical Internet Monitoring, Network Recording, Covert Surveillance Devices, Covert Tracking Devices, Covert Surveillance Devices",,,https://wikileaks.org/spyfiles/docs/CAMBRIDGECONSULTANTS_2011_WireHomeSecu_en.html,www.wikileaks.org/spyfiles/docs/CAMBRIDGECONSULTANTS-2011-WireHomeSecu-en.pdf,Spy Files 3
Wolfhound Cell phone detection systems,Berkeley Varitronics Systems,Brochure,2011,United States,"SIGINT, Lawful Interception, Cell Phone Detection",,,https://wikileaks.org/spyfiles/docs/BERKELEYVARITRONICS_2011_WolfCellphon_en.html,www.wikileaks.org/spyfiles/docs/BERKELEYVARITRONICS-2011-WolfCellphon-en.pdf,Spy Files 3
