ID,Country,Male,Female,Female-to-Male Ratio,Rank,Sub-Index,Main Index
Kyrgyz Republic - Literacy Rate,Kyrgyz Republic,99,100,0.99,61,Literacy Rate,Educational Attainment
Trinidad and Tobago - Literacy Rate,Trinidad and Tobago,98,99,0.99,62,Literacy Rate,Educational Attainment
Honduras - Literacy Rate,Honduras,85,86,0.99,63,Literacy Rate,Educational Attainment
Bulgaria - Literacy Rate,Bulgaria,98,99,0.99,64,Literacy Rate,Educational Attainment
Romania - Literacy Rate,Romania,98,99,0.99,65,Literacy Rate,Educational Attainment
Kuwait - Literacy Rate,Kuwait,95,96,0.99,66,Literacy Rate,Educational Attainment
Moldova - Literacy Rate,Moldova,99,100,0.99,67,Literacy Rate,Educational Attainment
Croatia - Literacy Rate,Croatia,99,100,0.99,68,Literacy Rate,Educational Attainment
Jordan - Literacy Rate,Jordan,97,98,0.99,69,Literacy Rate,Educational Attainment
Cyprus - Literacy Rate,Cyprus,98,99,0.99,70,Literacy Rate,Educational Attainment
Qatar - Literacy Rate,Qatar,96,97,0.99,71,Literacy Rate,Educational Attainment
Panama - Literacy Rate,Panama,93,95,0.99,72,Literacy Rate,Educational Attainment
Spain - Literacy Rate,Spain,97,99,0.99,73,Literacy Rate,Educational Attainment
Suriname - Literacy Rate,Suriname,94,95,0.99,74,Literacy Rate,Educational Attainment
Swaziland - Literacy Rate,Swaziland,82,84,0.98,75,Literacy Rate,Educational Attainment
Israel - Literacy Rate,Israel,97,99,0.98,76,Literacy Rate,Educational Attainment
Montenegro - Literacy Rate,Montenegro,98,99,0.98,77,Literacy Rate,Educational Attainment
Paraguay - Literacy Rate,Paraguay,93,95,0.98,78,Literacy Rate,Educational Attainment
Greece - Literacy Rate,Greece,96,98,0.98,79,Literacy Rate,Educational Attainment
Serbia - Literacy Rate,Serbia,97,99,0.98,80,Literacy Rate,Educational Attainment
Mexico - Literacy Rate,Mexico,93,95,0.98,81,Literacy Rate,Educational Attainment
Ecuador - Literacy Rate,Ecuador,92,94,0.98,82,Literacy Rate,Educational Attainment
Albania - Literacy Rate,Albania,96,98,0.98,83,Literacy Rate,Educational Attainment
"Macedonia, FYR - Literacy Rate","Macedonia, FYR",96,99,0.98,84,Literacy Rate,Educational Attainment
South Africa - Literacy Rate,South Africa,93,95,0.97,85,Literacy Rate,Educational Attainment
Sri Lanka - Literacy Rate,Sri Lanka,90,93,0.97,86,Literacy Rate,Educational Attainment
Brunei Darussalam - Literacy Rate,Brunei Darussalam,94,97,0.96,87,Literacy Rate,Educational Attainment
Portugal - Literacy Rate,Portugal,93,96,0.96,88,Literacy Rate,Educational Attainment
Fiji - Literacy Rate,Fiji,92,96,0.96,89,Literacy Rate,Educational Attainment
Singapore - Literacy Rate,Singapore,94,98,0.96,90,Literacy Rate,Educational Attainment
Vietnam - Literacy Rate,Vietnam,91,96,0.95,91,Literacy Rate,Educational Attainment
Bahrain - Literacy Rate,Bahrain,92,96,0.95,92,Literacy Rate,Educational Attainment
Burundi - Literacy Rate,Burundi,85,89,0.95,93,Literacy Rate,Educational Attainment
China - Literacy Rate,China,93,97,0.95,94,Literacy Rate,Educational Attainment
Malaysia - Literacy Rate,Malaysia,91,95,0.95,95,Literacy Rate,Educational Attainment
Saudi Arabia - Literacy Rate,Saudi Arabia,91,97,0.95,96,Literacy Rate,Educational Attainment
Bolivia - Literacy Rate,Bolivia,92,97,0.95,97,Literacy Rate,Educational Attainment
Mauritius - Literacy Rate,Mauritius,87,92,0.94,98,Literacy Rate,Educational Attainment
Indonesia - Literacy Rate,Indonesia,90,96,0.94,99,Literacy Rate,Educational Attainment
El Salvador - Literacy Rate,El Salvador,83,88,0.94,100,Literacy Rate,Educational Attainment
Peru - Literacy Rate,Peru,91,97,0.94,101,Literacy Rate,Educational Attainment
Turkey - Literacy Rate,Turkey,92,98,0.93,102,Literacy Rate,Educational Attainment
Lebanon - Literacy Rate,Lebanon,86,93,0.92,103,Literacy Rate,Educational Attainment
Madagascar - Literacy Rate,Madagascar,62,67,0.91,104,Literacy Rate,Educational Attainment
Zimbabwe - Literacy Rate,Zimbabwe,80,88,0.91,105,Literacy Rate,Educational Attainment
Oman - Literacy Rate,Oman,82,90,0.91,106,Literacy Rate,Educational Attainment
Cape Verde - Literacy Rate,Cape Verde,80,90,0.89,107,Literacy Rate,Educational Attainment
"Iran, Islamic Rep. - Literacy Rate","Iran, Islamic Rep.",79,89,0.89,108,Literacy Rate,Educational Attainment
Bangladesh - Literacy Rate,Bangladesh,55,62,0.88,109,Literacy Rate,Educational Attainment
Syria - Literacy Rate,Syria,79,91,0.87,110,Literacy Rate,Educational Attainment
Rwanda - Literacy Rate,Rwanda,62,71,0.87,111,Literacy Rate,Educational Attainment
Kenya - Literacy Rate,Kenya,67,78,0.86,112,Literacy Rate,Educational Attainment
Guatemala - Literacy Rate,Guatemala,72,85,0.85,113,Literacy Rate,Educational Attainment
Ghana - Literacy Rate,Ghana,65,78,0.83,114,Literacy Rate,Educational Attainment
Tunisia - Literacy Rate,Tunisia,72,88,0.82,115,Literacy Rate,Educational Attainment
Egypt - Literacy Rate,Egypt,66,82,0.81,116,Literacy Rate,Educational Attainment
Tanzania - Literacy Rate,Tanzania,61,75,0.81,117,Literacy Rate,Educational Attainment
Cambodia - Literacy Rate,Cambodia,66,83,0.8,118,Literacy Rate,Educational Attainment
Algeria - Literacy Rate,Algeria,64,81,0.79,119,Literacy Rate,Educational Attainment
Uganda - Literacy Rate,Uganda,65,83,0.78,120,Literacy Rate,Educational Attainment
Lao PDR - Literacy Rate,Lao PDR,63,82,0.77,121,Literacy Rate,Educational Attainment
Morocco - Literacy Rate,Morocco,58,76,0.76,122,Literacy Rate,Educational Attainment
Zambia - Literacy Rate,Zambia,52,72,0.72,123,Literacy Rate,Educational Attainment
Angola - Literacy Rate,Angola,59,82,0.72,124,Literacy Rate,Educational Attainment
Malawi - Literacy Rate,Malawi,51,72,0.71,125,Literacy Rate,Educational Attainment
India - Literacy Rate,India,51,75,0.68,126,Literacy Rate,Educational Attainment
Nigeria - Literacy Rate,Nigeria,41,61,0.68,127,Literacy Rate,Educational Attainment
Nepal - Literacy Rate,Nepal,47,71,0.66,128,Literacy Rate,Educational Attainment
Pakistan - Literacy Rate,Pakistan,42,67,0.63,129,Literacy Rate,Educational Attainment
Mauritania - Literacy Rate,Mauritania,35,57,0.62,130,Literacy Rate,Educational Attainment
Senegal - Literacy Rate,Senegal,40,66,0.61,131,Literacy Rate,Educational Attainment
Yemen - Literacy Rate,Yemen,50,83,0.61,132,Literacy Rate,Educational Attainment
Bhutan - Literacy Rate,Bhutan,39,65,0.59,133,Literacy Rate,Educational Attainment
Chad - Literacy Rate,Chad,28,47,0.59,134,Literacy Rate,Educational Attainment
Côte d'Ivoire - Literacy Rate,Côte d'Ivoire,30,52,0.59,135,Literacy Rate,Educational Attainment
Ethiopia - Literacy Rate,Ethiopia,29,49,0.59,136,Literacy Rate,Educational Attainment
Burkina Faso - Literacy Rate,Burkina Faso,22,37,0.59,137,Literacy Rate,Educational Attainment
Mali - Literacy Rate,Mali,25,43,0.57,138,Literacy Rate,Educational Attainment
Mozambique - Literacy Rate,Mozambique,36,67,0.54,139,Literacy Rate,Educational Attainment
Liberia - Literacy Rate,Liberia,27,61,0.44,140,Literacy Rate,Educational Attainment
Guinea - Literacy Rate,Guinea,12,37,0.33,141,Literacy Rate,Educational Attainment
Belize - Literacy Rate,Belize,—,—,—,—,Literacy Rate,Educational Attainment
Guyana - Enrollment in Primary Education,Guyana,76,67,1.13,1,Enrollment in Primary Education,Educational Attainment
Armenia - Enrollment in Primary Education,Armenia,89,80,1.1,2,Enrollment in Primary Education,Educational Attainment
Senegal - Enrollment in Primary Education,Senegal,76,71,1.08,3,Enrollment in Primary Education,Educational Attainment
Mauritania - Enrollment in Primary Education,Mauritania,72,67,1.07,4,Enrollment in Primary Education,Educational Attainment
Malawi - Enrollment in Primary Education,Malawi,96,90,1.07,5,Enrollment in Primary Education,Educational Attainment
Bahamas - Enrollment in Primary Education,Bahamas,99,93,1.06,6,Enrollment in Primary Education,Educational Attainment
Bangladesh - Enrollment in Primary Education,Bangladesh,93,90,1.04,7,Enrollment in Primary Education,Educational Attainment
Lesotho - Enrollment in Primary Education,Lesotho,83,80,1.04,8,Enrollment in Primary Education,Educational Attainment
Rwanda - Enrollment in Primary Education,Rwanda,90,87,1.03,9,Enrollment in Primary Education,Educational Attainment
Namibia - Enrollment in Primary Education,Namibia,89,86,1.03,10,Enrollment in Primary Education,Educational Attainment
Bhutan - Enrollment in Primary Education,Bhutan,92,89,1.03,11,Enrollment in Primary Education,Educational Attainment
Swaziland - Enrollment in Primary Education,Swaziland,86,84,1.03,12,Enrollment in Primary Education,Educational Attainment
Uganda - Enrollment in Primary Education,Uganda,92,90,1.03,13,Enrollment in Primary Education,Educational Attainment
Saudi Arabia - Enrollment in Primary Education,Saudi Arabia,98,95,1.03,14,Enrollment in Primary Education,Educational Attainment
Luxembourg - Enrollment in Primary Education,Luxembourg,93,91,1.02,15,Enrollment in Primary Education,Educational Attainment
Brazil - Enrollment in Primary Education,Brazil,95,94,1.02,16,Enrollment in Primary Education,Educational Attainment
Ukraine - Enrollment in Primary Education,Ukraine,99,97,1.02,17,Enrollment in Primary Education,Educational Attainment
Zimbabwe - Enrollment in Primary Education,Zimbabwe,84,82,1.02,18,Enrollment in Primary Education,Educational Attainment
Honduras - Enrollment in Primary Education,Honduras,95,93,1.02,19,Enrollment in Primary Education,Educational Attainment
Philippines - Enrollment in Primary Education,Philippines,89,88,1.02,20,Enrollment in Primary Education,Educational Attainment
Mexico - Enrollment in Primary Education,Mexico,97,96,1.02,21,Enrollment in Primary Education,Educational Attainment
Zambia - Enrollment in Primary Education,Zambia,94,93,1.02,22,Enrollment in Primary Education,Educational Attainment
Ecuador - Enrollment in Primary Education,Ecuador,96,94,1.01,23,Enrollment in Primary Education,Educational Attainment
Fiji - Enrollment in Primary Education,Fiji,97,96,1.01,24,Enrollment in Primary Education,Educational Attainment
Montenegro - Enrollment in Primary Education,Montenegro,99,98,1.01,25,Enrollment in Primary Education,Educational Attainment
Botswana - Enrollment in Primary Education,Botswana,84,83,1.01,26,Enrollment in Primary Education,Educational Attainment
Indonesia - Enrollment in Primary Education,Indonesia,93,92,1.01,27,Enrollment in Primary Education,Educational Attainment
Georgia - Enrollment in Primary Education,Georgia,99,98,1.01,28,Enrollment in Primary Education,Educational Attainment
France - Enrollment in Primary Education,France,99,98,1.01,29,Enrollment in Primary Education,Educational Attainment
Kenya - Enrollment in Primary Education,Kenya,82,81,1.01,30,Enrollment in Primary Education,Educational Attainment
Portugal - Enrollment in Primary Education,Portugal,99,98,1.01,31,Enrollment in Primary Education,Educational Attainment
Israel - Enrollment in Primary Education,Israel,97,96,1.01,32,Enrollment in Primary Education,Educational Attainment
Suriname - Enrollment in Primary Education,Suriname,93,92,1.01,33,Enrollment in Primary Education,Educational Attainment
Nicaragua - Enrollment in Primary Education,Nicaragua,92,91,1.01,34,Enrollment in Primary Education,Educational Attainment
Oman - Enrollment in Primary Education,Oman,97,96,1.01,35,Enrollment in Primary Education,Educational Attainment
Costa Rica - Enrollment in Primary Education,Costa Rica,92,92,1.01,36,Enrollment in Primary Education,Educational Attainment
Slovenia - Enrollment in Primary Education,Slovenia,98,97,1.01,37,Enrollment in Primary Education,Educational Attainment
Denmark - Enrollment in Primary Education,Denmark,98,98,1.01,38,Enrollment in Primary Education,Educational Attainment
Latvia - Enrollment in Primary Education,Latvia,98,97,1.01,39,Enrollment in Primary Education,Educational Attainment
Iceland - Enrollment in Primary Education,Iceland,99,98,1.01,40,Enrollment in Primary Education,Educational Attainment
Australia - Enrollment in Primary Education,Australia,97,97,1.01,41,Enrollment in Primary Education,Educational Attainment
