ID Number,Department,Contracting Agency,Year Contract Signed,Year Contract Effective,Current Contract Value,Major Program,Vendor,Vendor DBA,Date Contract Signed,Date Contract Effective,Current Completion Date,Amount Obligated,Base and all options value,Extent Competed,Reason Not Competed,Purchase Card Payment Method,Type of Contract Pricing,Place of Manufacture,CCR Exception Type,Reason for Modification,Product/Service Description,Requirement Description,Place of Performance,Place of Performance - City,Place of Performance - State,Award / IDV,Award Type,Location of Vendo,Location of Vendor - City,Location of Vendor - State,Small Business?,Small Disadvantaged Business?,Historically Underutilized Business Zone?,Sheltered Workshop?,Women Owned Business?,Veteran Owned Business?,Service Related Disabled Veteran Owned Business?,Minority Owned Business?,Minority Institution?,Black American Owned Business?,Historic Black College Or University?,Native American Owned Business?,Hispanic American Owned Business?,Asian Pacific American Owned Business?,Asian Indian Owned Business?,Subcontinent Asian (Asian-Indian) American Owned Business?,Eight?,Local Government?,Hospital?,Nonprofit Organization?,Educational Institution?,Federal Government?,State Government?,Tribal Government?
Contract ID n. 315,Department Of The Interior,U.S. Fish And Wildlife Service,2010,2010,"-58,109.50",,Moss Point Motel,,7/8/2011,9/17/2010,10/31/2010,"-58,109.50","-58,109.50",Not Competed Under Sap,Sap Non-competition,No,Fixed Price,Not A Manufactured End Product,,Change Order,Lodging - Hotel/motel,Deobligate Remaining Funds And Close Out The Order.,"Moss Point, Mississippi, United States",Moss Point,Mississippi,Award,Purchase Order,"Moss Point, Mississippi, United States",Moss Point,Mississippi,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 372,Department Of The Interior,U.S. Fish And Wildlife Service,2010,2010,"210,736.00",,Mote Marine Laboratory,,9/22/2010,9/23/2010,10/31/2010,"210,736.00","210,736.00",Not Competed,Only One Source - Other,No,Fixed Price,Not A Manufactured End Product,,,Wildlife Studies,Data Collection,"Sarasota, Florida, United States",Sarasota,Florida,Award,Definitive Contract,"Sarasota, Florida, United States",Sarasota,Florida,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
Contract ID n. 373,Department Of The Interior,U.S. Fish And Wildlife Service,2010,2010,"-37,827.89",,Mote Marine Laboratory,,6/28/2012,6/28/2012,10/31/2010,"-37,827.89","-37,827.89",Not Competed,Only One Source - Other,No,Fixed Price,Not A Manufactured End Product,,Close Out,Special Studies/analysis- Wildlife,Mote Marine Laboratory Inc - Data,"Sarasota, Florida, United States",Sarasota,Florida,Award,Definitive Contract,"Sarasota, Florida, United States",Sarasota,Florida,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
Contract ID n. 1305,Department Of Commerce,National Oceanic And Atmospheric Administration,2010,2010,"34,054.74",,Mote Marine Laboratory,,8/1/2013,8/1/2013,9/1/2013,"34,054.74","34,054.74",Competed Under Sap,,No,Fixed Price,Not A Manufactured End Product,,,Support- Professional: Emergency Response/disaster Planning/preparedness Support,Igf::ot::igf Ratification For 2010 Gulf Oil Spill,"Silver Spring, Maryland, United States",Silver Spring,Maryland,Award,Purchase Order,"Sarasota, Florida, United States",Sarasota,Florida,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
Contract ID n. 661,Department Of Homeland Security,U.S. Coast Guard,2010,2010,"14,012.64",,Mustang Survival,,11/18/2011,11/18/2011,12/23/2011,"14,012.64","14,012.64",Full And Open Competition,,No,Fixed Price,U.S.,,,"Clothing, Special Purpose",Survival And Recue Aparrel,"New Orleans, Louisiana, United States",New Orleans,Louisiana,Award,Delivery Order,"Bellingham, Washington, United States",Bellingham,Washington,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1402,Department Of Commerce,National Oceanic And Atmospheric Administration,2010,2010,"2,740.00",,Myriax Software Pty,,7/26/2010,7/26/2010,7/31/2010,"2,740.00","2,740.00",Not Available For Competition,Micro Purchase Threshold,No,Fixed Price,"Outside U.S., Commercial Information Technology",,,Adp Software,Proprietary Software,"Seattle, Washington, United States",Seattle,Washington,Award,Purchase Order,"Hobart, , United States",Hobart,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 140,Department Of The Interior,"Office Of Policy, Budget And Administration",2010,2010,"1,500,000.00",,National Academy Of Science,,6/10/2010,6/10/2010,12/31/2011,"1,500,000.00","1,500,000.00",Not Available For Competition,Authorized By Statute,No,"Cost, No Fee",Not A Manufactured End Product,,,Other Special Studies And Analyses,"Analysis Of Causes Of The Deepwater Horizon Explosion, Fire And Oil Spill To Identify Measures To Prevent Similar Accidents In The Future.","Washington, District Of Columbia, United States",Washington,District Of Columbia,Award,Definitive Contract,"Washington, District Of Columbia, United States",Washington,District Of Columbia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
Contract ID n. 255,Department Of The Interior,U.S. Fish And Wildlife Service,2010,2010,"9,720.00",,National Audubon Society,,7/16/2010,7/12/2010,9/30/2010,"9,720.00","9,720.00",Not Competed,Urgency,No,Fixed Price,Not A Manufactured End Product,,,Services (management/support),Admin Assistance Answering Oil Spill Hot Line,"Baton Rouge, Louisiana, United States",Baton Rouge,Louisiana,Award,Purchase Order,"New York, New York, United States",New York,New York,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
Contract ID n. 395,Department Of The Interior,U.S. Fish And Wildlife Service,2010,2010,"9,998.38",,National Audubon Society,,12/10/2010,12/1/2010,9/30/2011,"9,998.38","9,998.38",Not Competed,Only One Source - Other,No,Fixed Price,Not A Manufactured End Product,,,Other Nat Res Mgmt & Conserv,Outreach Monitoring Shorebird,"New York, New York, United States",New York,New York,Award,Purchase Order,"New York, New York, United States",New York,New York,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
Contract ID n. 1339,Department Of Commerce,National Oceanic And Atmospheric Administration,2010,2010,"9,125.92",,National Cotton,,1/18/2011,6/24/2010,6/25/2010,"9,125.92","9,125.92",Not Competed Under Sap,Sap Non-competition,No,Fixed Price,Not A Manufactured End Product,,,Maint-rep Of Ships-sml Craft-docks,Urgent: Repair Of Mustang Cat Engine (stbd) Engine) On R/v Manta.,"Galveston, Texas, United States",Galveston,Texas,Award,Purchase Order,"Galveston, Texas, United States",Galveston,Texas,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1340,Department Of Commerce,National Oceanic And Atmospheric Administration,2010,2010,"-9,125.92",,National Cotton,,1/18/2011,1/18/2011,1/18/2011,"-9,125.92","-9,125.92",Not Competed Under Sap,Sap Non-competition,No,Fixed Price,Not A Manufactured End Product,,Close Out,Maint-rep Of Ships-sml Craft-docks,Close Out Of Po.,"Galveston, Texas, United States",Galveston,Texas,Award,Purchase Order,"Galveston, Texas, United States",Galveston,Texas,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 756,Department Of Homeland Security,U.S. Coast Guard,2010,2010,"28,000.00",,National Response,,7/16/2010,7/15/2010,7/29/2010,"28,000.00","28,000.00",Full And Open Competition,,No,Time and Materials,Not A Manufactured End Product,,,Oil Spill Response,Fabricate 10 Hydraulic Control Stands In Response To The Deepwater Horizon Incident.,"Houma, Louisiana, United States",Houma,Louisiana,Award,Delivery Order,"Great River, New York, United States",Great River,New York,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 757,Department Of Homeland Security,U.S. Coast Guard,2010,2010,"-2,250.00",,National Response,,9/7/2011,9/7/2011,10/6/2011,"-2,250.00","-2,250.00",Full And Open Competition,,No,Time and Materials,Not A Manufactured End Product,,Close Out,Oil Spill Response,"Closeout - N10036 - Provide Labor, Materials And Equipment To Mitigate The Harmful Effects Of An Oil Spill Or Hazardous Chemicals Incident, As Directed By The (fosc) In Response To Deepwater Horizon Oil Spill","Houma, Louisiana, United States",Houma,Louisiana,Award,Delivery Order,"Great River, New York, United States",Great River,New York,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 898,Department Of Defense,Department Of The Navy,2010,2010,0.00,,National Steel & Shipbuilding,,2/28/2012,2/9/2012,5/31/2012,"141,620.00",0.00,Full And Open Competition,,No,"Cost, Award Fee",,,Supplemental Agreement For Work Within Scope,Non-nuclear Ship Repair (west),"The Purpose Of This Modification Is To Incorporate, Fully Fund, And Definitize Temporary Service Work Item In Accordance With The Requirements For Non-scheduled Repairs And Alterations Per Section B Of The Basic Contract.","San Diego, California, United States",San Diego,California,Award,Definitive Contract,"San Diego, California, United States",San Diego,California,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 659,Department Of Homeland Security,U.S. Coast Guard,2010,2010,461.60,,NCS Technologies,,8/25/2011,9/9/2011,9/13/2011,461.60,461.60,Full And Open Competition After Exclusion Of Sources,,No,Fixed Price,U.S.,,,Adp Input/output & Storage Devices,Tape Cartridges,"New Orleans, Louisiana, United States",New Orleans,Louisiana,Award,Delivery Order,"Manassas, Virginia, United States",Manassas,Virginia,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1426,Department Of Agriculture,Natural Resources Conservation Service,2010,2010,"8,500.00",,New Line Environmental Systems,,5/28/2010,5/28/2010,6/3/2010,"8,500.00","8,500.00",Competed Under Sap,,No,Fixed Price,Not A Manufactured End Product,,,Land Treatment Practices,Hydromultching Demo,"New Orleans, Louisiana, United States",New Orleans,Louisiana,Award,Purchase Order,"Jefferson, Louisiana, United States",Jefferson,Louisiana,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 722,Department Of Homeland Security,U.S. Coast Guard,2010,2010,"23,726.64",,New Orleans Airport Motel Associates,Hilton Doubletree,5/18/2010,5/18/2010,5/18/2010,"23,726.64","23,726.64",Full And Open Competition,,No,Fixed Price,Not A Manufactured End Product,,,Housing (management/support),"Site Fee For Public Hearings On The Bp Deepwater Horizon Spill And Microphone Rental For 9 Wired Microphones With Short Stands A 12 Channel Mixer, Technician  11-12 2010. Also 25-29 May 2010.","Kenner, Louisiana, United States",Kenner,Louisiana,Award,Purchase Order,"Kenner, Louisiana, United States",Kenner,Louisiana,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 723,Department Of Homeland Security,U.S. Coast Guard,2010,2010,"3,780.00",,New Orleans Airport Motel Associates,Hilton Doubletree,5/25/2010,5/25/2010,5/18/2010,"3,780.00","3,780.00",Full And Open Competition,,No,Fixed Price,Not A Manufactured End Product,,Funding Only Action,Housing (management/support),"Site Fee For Public Hearings On The Bp Deepwater Horizon Spill And Microphone Rental For 9 Wired Microphones With Short Stands A 12 Channel Mixer, Technician  11-12 2010. Also 25-29 May 2010.","Kenner, Louisiana, United States",Kenner,Louisiana,Award,Purchase Order,"Kenner, Louisiana, United States",Kenner,Louisiana,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 724,Department Of Homeland Security,U.S. Coast Guard,2010,2010,-157.50,,New Orleans Airport Motel Associates,Hilton Doubletree,9/21/2010,9/21/2010,5/18/2010,-157.50,-157.50,Full And Open Competition,,No,Fixed Price,Not A Manufactured End Product,,Funding Only Action,Housing (management/support),"Site Fee For Public Hearings On The Bp Deepwater Horizon Spill And Microphone Rental For 9 Wired Microphones With Short Stands A 12 Channel Mixer, Technician  11-12 2010. Also 25-29 May 2010.","Kenner, Louisiana, United States",Kenner,Louisiana,Award,Purchase Order,"Kenner, Louisiana, United States",Kenner,Louisiana,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 725,Department Of Homeland Security,U.S. Coast Guard,2010,2010,247.95,,New Orleans Airport Motel Associates,Hilton Doubletree,5/27/2010,5/27/2010,5/18/2010,247.95,247.95,Full And Open Competition,,No,Fixed Price,Not A Manufactured End Product,,Funding Only Action,Housing (management/support),"Site Fee For Public Hearings On The Bp Deepwater Horizon Spill And Microphone Rental For 9 Wired Microphones With Short Stands A 12 Channel Mixer, Technician  11-12 2010. Also 25-29 May 2010.","Kenner, Louisiana, United States",Kenner,Louisiana,Award,Purchase Order,"Kenner, Louisiana, United States",Kenner,Louisiana,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1387,Department Of Commerce,National Oceanic And Atmospheric Administration,2010,2010,"19,755.05",,Noble Sales,,5/14/2010,5/14/2010,5/20/2010,"19,755.05","19,755.05",Full And Open Competition,,No,Fixed Price,U.S.,,,"Clothing, Special Purpose",Personal Protective Equipment For Use N Responding To Deepwater Horizon Oil Spill,"Pascagoula, Mississippi, United States",Pascagoula,Mississippi,Award,Delivery Order,"Norwell, Massachusetts, United States",Norwell,Massachusetts,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 910,Department Of Defense,Department Of The Army,2010,2010,"6,048.00",,Northern Safety,,6/11/2010,6/10/2010,6/16/2010,"6,048.00","6,048.00",Competed Under Sap,,No,Fixed Price,U.S.,,,Safety And Rescue Equipment,Safety Eyeware,"Utica, New York, United States",Utica,New York,Award,Purchase Order,"Frankfort, New York, United States",Frankfort,New York,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1231,Department Of Commerce,National Oceanic And Atmospheric Administration,2010,2010,"11,355.44",,Northrop Grumman Systems,,8/3/2011,8/3/2011,8/3/2011,"11,355.44","11,355.44",Not Competed Under Sap,Authorized By Statute,No,Fixed Price,U.S.,,,Navigational Instruments,Gordon Gunter Radar Repair,"Key West, Florida, United States",Key West,Florida,Award,Purchase Order,"Charlottesville, Virginia, United States",Charlottesville,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1103,Department Of Commerce,National Oceanic And Atmospheric Administration,2010,2010,"8,000.00",,Northrop Grumman Systems,,6/14/2010,6/14/2010,7/10/2010,"8,000.00","8,000.00",Competed Under Sap,,No,Fixed Price,U.S.,,,Misc Ship & Marine Eq,Tech Rep Service For Noaa Ship Delaware Ii,"Norfolk, Virginia, United States",Norfolk,Virginia,Award,Purchase Order,"Charlottesville, Virginia, United States",Charlottesville,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 987,Department Of Defense,Department Of The Army,2010,2010,"16,320.00",,Nvision Solutions,,7/22/2010,7/21/2010,8/21/2010,"16,320.00","16,320.00",Full And Open Competition After Exclusion Of Sources,,No,Fixed Price,Not A Manufactured End Product,,,Adp Systems Analysis Services,Haznet-gis Support,"Bay Saint Louis, Mississippi, United States",Bay Saint Louis,Mississippi,Award,Purchase Order,"Bay Saint Louis, Mississippi, United States",Bay Saint Louis,Mississippi,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No
Contract ID n. 1172,Department Of Commerce,National Oceanic And Atmospheric Administration,2010,2010,"36,496.66",,Ocean Associates,,8/23/2012,8/23/2012,11/30/2013,"36,496.66","36,496.66",Full And Open Competition After Exclusion Of Sources,,No,Labor Hours,Not A Manufactured End Product,,,Support- Professional: Other,Ab133f-09-cq-0039 T3238 - Deep Water Horizon - Scientist I,"La Jolla, California, United States",La Jolla,California,Award,Delivery Order,"Arlington, Virginia, United States",Arlington,Virginia,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1173,Department Of Commerce,National Oceanic And Atmospheric Administration,2010,2010,"13,280.80",,Ocean Associates,,5/10/2012,5/10/2012,12/14/2012,"13,280.80","13,280.80",Full And Open Competition After Exclusion Of Sources,,No,Labor Hours,Not A Manufactured End Product,,,Support- Professional: Other,Scientist I - Protected Resources Division,"La Jolla, California, United States",La Jolla,California,Award,Delivery Order,"Arlington, Virginia, United States",Arlington,Virginia,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1174,Department Of Commerce,National Oceanic And Atmospheric Administration,2010,2010,"49,961.78",,Ocean Associates,,1/19/2012,2/1/2012,2/1/2013,"49,961.78","49,961.78",Full And Open Competition After Exclusion Of Sources,,No,Labor Hours,Not A Manufactured End Product,,,Support- Professional: Other,T3205 - Blubber Analysis - Informations Systems Specialist Iii,"La Jolla, California, United States",La Jolla,California,Award,Delivery Order,"Arlington, Virginia, United States",Arlington,Virginia,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1283,Department Of Commerce,National Oceanic And Atmospheric Administration,2010,2010,"43,861.85",,Ocean Associates,,4/18/2013,4/18/2013,9/30/2013,"43,861.85","43,861.85",Full And Open Competition After Exclusion Of Sources,,No,Labor Hours,Not A Manufactured End Product,,,Support- Professional: Other,"Igf::ot::igf
Ab-133f-13-cq-0003 To 2015b Scientist X (hormone Analyst) To Collect And Analyze Dolphin Blubber Samples - Deepwater Horizon","La Jolla, California, United States",La Jolla,California,Award,Delivery Order,"Arlington, Virginia, United States",Arlington,Virginia,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1420,Department Of Commerce,National Oceanic And Atmospheric Administration,2010,2010,"55,845.90",,Ocean Associates,,7/16/2013,7/11/2013,9/23/2013,"425,586.70",0.00,Full And Open Competition,,No,Time and Materials,Not A Manufactured End Product,,Funding Only Action,Other Environmental Services,"Environmental Professional Support Services

Igf::ot::igf","Silver Spring, Maryland, United States",Silver Spring,Maryland,Award,Delivery Order,"Arlington, Virginia, United States",Arlington,Virginia,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1098,Department Of Commerce,National Oceanic And Atmospheric Administration,2010,2010,"6,620.00",,Ocean Test Equipment,,7/9/2010,7/9/2010,7/18/2010,"6,620.00","6,620.00",Not Competed,Urgency,No,Fixed Price,U.S.,,,Laboratory Equipment And Supplies,Teflon Coated Bottles For Oil Sampling In The Gulf Of Mexico.,"Narragansett, Rhode Island, United States",Narragansett,Rhode Island,Award,Purchase Order,"Fort Lauderdale, Florida, United States",Fort Lauderdale,Florida,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1399,Department Of Commerce,National Oceanic And Atmospheric Administration,2010,2010,"4,786.00",,Odim Brooke Ocean,,6/7/2010,6/7/2010,6/10/2010,"4,786.00","4,786.00",Competed Under Sap,,No,Fixed Price,"Outside U.S., Commercial Information Technology",,,Deck Machinery,Metering Sheave Components For Noaa Ship Thomas Jefferson,"New Orleans, Louisiana, United States",New Orleans,Louisiana,Award,Purchase Order,"Dartmouth, , United States",Dartmouth,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1416,Department Of Commerce,National Oceanic And Atmospheric Administration,2010,2010,"-35,185.00",,Odim Brooke Ocean,,6/7/2010,6/29/2010,6/1/2010,"-35,185.00","-35,185.00",Not Competed Under Sap,Authorized By Statute,No,Fixed Price,"Outside U.S., Trade Agreements",,Supplemental Agreement For Work Within Scope,Geophysical Instruments,Cancelation Of Order For Three Sensors Included On This Purchase Order.,"New Orleans, Louisiana, United States",New Orleans,Louisiana,Award,Purchase Order,"Dartmouth, , United States",Dartmouth,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
