ID,Date,Month,Narration,Actual or Attempted Attack?,Type of Attack,Status of Vessel,Name of Vessel(s),Type of Vessel(s),Category of Vessel(s),Flag of Vessel,Gross register tonnage,IMO,"Time  (local, unless specified)",Coordinates,Area,Location of Incident,Country of Incident,Year,Ref,*DELETE Name of Ship SPLITType/Flag/Grt/ SPLITIMO Number,Position
Hanjin Qingdao - 30/06/2014,30/06/2014,June,"Alert crew on board an anchored ship spotted unauthorised persons on board their ship and raised the alarm, resulting in their escaping with stolen ship’s stores.",Actual Attack,Boarded,Anchored,Hanjin Qingdao,Container,Cargo,Panama,27104,9359727,03:15,"N01°25'3"",E104°44'3""",South Asia (Excluding Malacca Straits),"Bintan Island, Indonesia",Indonesia,2014,59,Hanjin Qingdao Container Panama 271049359727,"01:25.3N – 104:44.3E, Around 15nm NE of Pulau Bintan,Indonesia"
Hansa Castella - 28/10/2013,28/10/2013,October,"Duty A/B on board an anchored ship noticed five to six robbers at the poop deck during routine rounds. He immediately informed the bridge and the alarm was raised. Upon hearing the alarm, the robbers jumped overboard and escaped with ship’s stores in their unlit boat.",Actual Attack,Boarded,Anchored,Hansa Castella,Container,Cargo,Liberia,16915,9152595,23:00,"N21°44'9"",E091°38'2""",Indian Sub Continent,"Chittagong, Bangladesh",Bangladesh,2013,20,Hansa Castella SPLITContainer SPLITLiberia SPLIT16915 SPLIT9152595,"21:44.9N – SPLIT091:38.2E, SPLITChittagong Outer SPLITRoads, SPLITBangladesh"
Hansa Marburg - 22/04/2013,22/04/2013,April,Armed pirates boarded the ship underway. They kidnapped four crewmembers and escaped. No injuries were reported to the remaining crewmembers who sailed the ship to Senegal. Further details awaiting.,Actual Attack,Boarded,Steaming,Hansa Marburg,Container,Cargo,Liberia,18327,9334818,22:40,"N02°31',E006°50'",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Port Harcourt, Nigeria",Nigeria,2013,15,Hansa Marburg SPLITContainer SPLITLiberia SPLIT18327 SPLIT9334818,"02:31N – SPLIT006:50E, SPLITAround 133nm SPLITSouth of Port SPLITHarcourt, SPLITNigeria"
Harbour Hornbill - 09/07/2014,09/07/2014,July,"While underway, armed pirates boarded the ship, took the Master hostage, stole his personal properties and escaped. During the incident, the Master sustained injuries on the head.",Actual Attack,Boarded,Steaming,Harbour Hornbill,General Cargo,Cargo,Malaysia,4044,9150638,01:15,"N01°59',E108°28'",South Asia (Excluding Malacca Straits),"Merundung Island, Indonesia",Indonesia,2014,65,Harbour Hornbill General Cargo Malaysia 4044 9150638,"01:59N – 108:28E, Around 37nm WSW of Pulau Merundung, Indonesia"
"Harbour Oscar, Harbour Pioneer - 04/05/2014",04/05/2014,May,"Robbers boarded a laden barge towed by a tug. VTIS Singapore contacted the tug and informed them that a speedboat was astern of the barge. The tug decreased speed and turned towards the barge. Upon investigation, it was found that seven containers were forced open and items from three containers pilfered.",Actual Attack,Boarded,Steaming,"Harbour Oscar, Harbour Pioneer","Tug, Barge","Tug, Barge",Malaysia,"163, 1440",9661778,21:10,"N01°14',E104°05'",South Asia (Excluding Malacca Straits),Singapore Straits,Singapore Straits,2014,35,Harbour Oscar Tug Malaysia 163 9661778  Harbour Pioneer BargeMalaysia 1440 -,"01:14N – 104:05E, Singapore Straits"
Hellespont Crusader - 13/01/2013,13/01/2013,January,"Robbers boarded an anchored tanker during heavy and rain, stole ship’s properties, escaped. Port control informed and was advised to be vigilant against robbery at the anchorage.",Actual Attack,Boarded,Anchored,Hellespont Crusader,Chemical Tanker,Tanker,Marshall Islands,11551,9436410,18:30,"N03°52',W077°06'",Americas,"Buenaventura, Colombia",Colombia,2013,2,Hellespont SPLITCrusader SPLITChemical Tanker SPLITMarshall Islands SPLIT11551 SPLIT9436410,"03:52N – SPLIT077:06W, SPLITBuenaventura SPLITInner Anchorage, SPLITColombia"
Hellespont Progress - 23/04/2014,23/04/2014,April,Three persons in a skiff approached an anchored tanker carrying out STS operations and tried to board it via the anchor chain. Alert Nigerian Security Guard raised the alarm and fired a warning shot resulting in the robbers moving away.,Attempted Attack,Attempted,Anchored,Hellespont Progress,Product Tanker,Tanker,Marshall Islands,42010,9351426,19:56,"N06°17',E003°21'",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Lagos, Nigeria",Nigeria,2014,5,Hellespont Progress Product Tanker Marshall Islands 42010 9351426,"06:17N – 003:21E, 6.3nm SSW of Lagos Breakwater, Nigeria"
Helmuth Rambow - 22/07/2013,22/07/2013,July,"Robbers boarded an anchored ship unnoticed, stole ship’s properties and stores and escaped. The robbery was discovered by the duty watchmen who noticed the broken locks on the forward stores. Port Authority informed.",Actual Attack,Boarded,Anchored,Helmuth Rambow,Container,Cargo,Antigua and Barbuda,9957,9306275,05:00,"N14°36'03"",E120°52'51""",South Asia (Excluding Malacca Straits),"Manila North Port, Philippines",Philippines,2013,59,Helmuth Rambow SPLITContainer SPLITAntigua and Barbuda SPLIT9957 SPLIT9306275,"14:36.03N – SPLIT120:52.51E, SPLITManila North Port SPLITAnchorage, SPLITPhilippines"
Henriette Schulte - 16/08/2013,16/08/2013,August,"Four robbers armed with knives boarded an anchored ship. OOW spotted them and immediately raised the alarm. All crew mustered. Seeing crew alertness, the robbers jumped overboard and escaped with stolen ship's stores. Authorities informed.",Actual Attack,Boarded,Anchored,Henriette Schulte,Container,Cargo,Liberia,16281,9130171,02:38,"N22°10',E091°42'",Indian Sub Continent,"Chittagong, Bangladesh",Bangladesh,2013,16,Henriette Schulte SPLITContainer SPLITLiberia SPLIT16281 SPLIT9130171,"22:10N – SPLIT091:42E, SPLITChittagong SPLITAnchorage, SPLITBangladesh"
High Jupiter - 30/07/2013,30/07/2013,July,"A gunboat claiming to be a Nigerian navy boat called the tanker on VHF and asked details of the tanker, cargo, last and next ports. This information was passed to the gunboat. After around 15 minutes, the gunboat approached the tanker at high speed and demanded that the tanker be stopped and boarding permitted. Master informed that he would not be stopping, as the area was high risk for piracy attacks. The gunboat threatened and followed the tanker for 20 minutes and then fired two shots in the air. Master immediately raised alarm over VHF and requested ships in the vicinity to relay its message to port control, which was not responding to its calls. On hearing, the VHF alarm the gunboat moved away.",Attempted Attack,Fired upon,Steaming,High Jupiter,Chemical Tanker,Tanker,Hong Kong,29733,9366299,13:45,"N03°31',E006°05'",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Brass, Nigeria",Nigeria,2013,18,High Jupiter SPLITChemical Tanker SPLITHong Kong SPLIT29733 SPLIT9366299,"03:31N – SPLIT006:05E,  Around SPLIT45nm South of SPLITBrass, SPLITNigeria"
High Presence - 19/10/2013,19/10/2013,October,"Three robbers in a boat approached and boarded an anchored tanker. Duty crew noticed the robbers in the engine room, raised the alarm and crew mustered. Upon hearing the alarm, the robbers escaped empty handed in their boat. MPA Singapore informed.",Actual Attack,Boarded,Anchored,High Presence,Product Tanker,Tanker,Liberia,28794,9325324,03:30,"N01°25',E104°34'5""",South Asia (Excluding Malacca Straits),"Bintan Island, Indonesia",Indonesia,2013,88,High Presence SPLITProduct Tanker SPLITLiberia SPLIT28794 SPLIT9325324,"01:25.0N – SPLIT104:34.5E, SPLITAround 11nm SPLITNorth of Tanjung SPLITBerakit, Pulau SPLITBintan, SPLITIndonesia"
Histria Agata - 05/05/2014,05/05/2014,May,"30 robbers in a boat armed with long knives approached an anchored tanker. Four robbers boarded the tanker and cut off the aft mooring rope. Alarm raised, crew mustered in the accommodation and Coast Guard informed. Upon hearing the alarm, the robbers stole a lifebuoy and escaped. A patrol boat came to the location and made a search.",Actual Attack,Boarded,Anchored,Histria Agata,Chemical Tanker,Tanker,Malta,25804,9357559,21:55,"N22°08',E091°46'",Indian Sub Continent,"Chittagong, Bangladesh",Bangladesh,2014,9,Histria Agata Chemical Tanker Malta 25804 9357559,"22:08N – 091:46E, Chittagong Roads, Bangladesh"
Histria Prince - 04/01/2013,04/01/2013,January,"Four robbers approached the tanker at berth while engaged in loading operations. One of the robbers boarded the tanker by climbing the forward fire wire, stole ship's properties and escaped. The incident was reported to the local agent and the port authorities.",Actual Attack,Boarded,Berthed,Histria Prince,Chemical Tanker,Tanker,Marshall Islands,25864,9436666,23:15,"S01°16',E116°49'",South Asia (Excluding Malacca Straits),"Balikpapan, Indonesia",Indonesia,2013,1,Histria Prince SPLITChemical Tanker SPLITMarshall Islands SPLIT25864 SPLIT9436666,"01:16S – SPLIT116:49E, SPLITJetty No. 5C, SPLITBalikpapan Port, SPLITIndonesia"
Hong Kong Bridge - 27/07/2013,27/07/2013,July,Robbers boarded the ship at anchor. Crew spotted one of them and raised the alarm. The robbers escaped and nothing was stolen.,Actual Attack,Boarded,Anchored,Hong Kong Bridge,Container,Cargo,Singapore,98747,9395161,03:05,"Suez, Egypt",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Suez, Egypt",Egypt,2013,32,Hong Kong Bridge SPLITContainer  SPLITSingapore SPLIT98747 SPLIT9395161,"Suez Anchorage, SPLITEgypt"
HS Carmen - 05/10/2013,05/10/2013,October,"Four robbers armed with long knives boarded an anchored tanker awaiting cargo operations. Duty crew noticed movements at the forecastle, informed bridge and proceeded towards the forecastle to investigate. Duty officer raised the alarm and crew mustered. Upon reaching the forecastle, the robbers threatened the crew with long knives and escaped. The crew were able to retrieve some of the stores, which the robbers were trying to steal. Port authorities informed but no response received. The incident was reported to the local police via ship’s agent.",Actual Attack,Boarded,Anchored,HS Carmen,Tanker,Tanker,Liberia,62254,9242120,00:48,"S00°06',E117°32'",South Asia (Excluding Malacca Straits),"Santan, Indonesia",Indonesia,2013,80,HS Carmen SPLITTanker SPLITLiberia SPLIT62254 SPLIT9242120,"00:06S – SPLIT117:32E, SPLITSantan SPLITAnchorage, SPLITIndonesia"
Hua Heng 167 - 12/01/2013,12/01/2013,January,"Two robbers armed with long knives boarded an anchored ship via the anchor chain. Duty crew noticed the robbers and raised the alarm. All crew mustered and rushed to the forecastle. On seeing the crew alertness, the robbers escaped empty handed in their speedboat.",Actual Attack,Boarded,Anchored,Hua Heng 167,Bulk Carrier,Cargo,China,32965,9604603,01:05,"S01°11'1"",E116°46'7""",South Asia (Excluding Malacca Straits),"Balikpapan, Indonesia",Indonesia,2013,3,Hua Heng 167 SPLITBulk Carrier SPLITChina SPLIT32965 SPLIT9604603,"01:11.1S – SPLIT116:46.7E, SPLITBalikpapan SPLITAnchorage, SPLITIndonesia"
Huascar - 26/08/2014,26/08/2014,August,Seven pirates armed with guns in a five-meter long skiff approached and fired upon the tanker. Speed increased and evasive manoeuvring commenced. The pirates were unable to board and aborted their attack.,Attempted Attack,Fired upon,Steaming,Huascar,Product Tanker,Tanker,Panama,25060,9038751,10:20 UTC,"N04°08'10"",E005°33'50""",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Bayelsa, Nigeria",Nigeria,2014,11,Huascar Product Tanker Panama 25060 9038751,"04:08.10N – 005:33.50E, Around 24nm SW of Bayelsa Coast, Nigeria"
Hub 21 - 24/04/2013,24/04/2013,April,"Fifteen pirates armed with guns and long knives in three high-speed boats boarded the tug underway. They took hostage nine crewmembers, assaulted some of the crew and tied them up. They ransacked all cabins, stole vessel’s properties, crewmembers cash and personal belongings and escaped.",Actual Attack,Boarded,Steaming,Hub 21,Tug,Tug,Malaysia,296,9616333,03:30,"N01°36',E105°23'",Far East,South China Sea,South China Sea,2013,6,Hub 21 SPLITTug SPLITMalaysia SPLIT296 SPLIT9616333,"01:36N – SPLIT105:23E, SPLITSouth China Sea"
Ince Inebolu - 06/02/2013,06/02/2013,February,"Three robbers armed with knives boarded an anchored ship via the anchor chain. They attacked the duty crew on the forecastle, who managed to escape and raise the alarm. All crew mustered and proceeded forward. Seeing the alert crew, the robbers jumped overboard and escaped in their boat. On investigation it was discovered ship’s stores was stolen from the forecastle store.",Actual Attack,Boarded,Anchored,Ince Inebolu,Bulk Carrier,Cargo,Turkey,30011,9254472,02:45,"S01°41'8"",E116°38'6""",South Asia (Excluding Malacca Straits),"Adang Bay, Indonesia",Indonesia,2013,7,Ince Inebolu SPLITBulk Carrier SPLITTurkey SPLIT30011 SPLIT9254472,"01:41.8S – SPLIT116:38.6E, SPLITAdang Bay SPLITAnchorage, SPLITIndonesia"
Independence - 27/05/2014,27/05/2014,May,Three suspected robbers boarded an offshore processing ship using a rope and hook. Alert duty A/B raised the alarm resulting in the persons escaping without stealing anything.,Actual Attack,Boarded,Anchored,Independence,Offshore Processing Ship,Processing Ship,Singapore,109793,9629536,03:10,"N01°28',E104°37'",South Asia (Excluding Malacca Straits),"Bintan Island, Indonesia",Indonesia,2014,42,Independence Offshore Processing Ship Singapore 109793 9629536,"01:28N – 104:37E, Around 14nm NNE of Pulau Bintan, Indonesia"
Ionic Huntress - 19/12/2013,19/12/2013,December,"Two robbers attempted to board the berthed ship by climbing the stern mooring rope. Alert duty crew noticed the robbers and informed the D/O who raised the alarm and crew mustered. Upon seeing the crew alertness, the robbers jumped into the water and escaped in a small craft.",Attempted Attack,Attempted,Berthed,Ionic Huntress,Bulk Carrier,Cargo,Marshall Islands,22432,9595371,05:00 UTC,"N32°18'7"",W009°14'9""",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Safi, Morocco",Morocco,2013,22,Ionic Huntress SPLITBulk Carrier SPLITMarshall Islands SPLIT22432 SPLIT9595371,"32:18.7N – SPLIT009:14.9W, SPLITSafi Port, SPLITMorocco"
Island Splendor - 11/10/2013,11/10/2013,October,"Pirates in two skiffs approached the tanker underway. Master raised alarm, sounded ship’s whistle, increased speed and crew mustered. The on board armed security team took their position and fired warning rocket flares as the skiffs closed to a distance of 3nm and then 2nm. The skiffs ignored the warning flares and continued their approach. As one skiff closed to a distance of 400m and the armed team fired a warning shot. The pirates who continued to approach also ignored this. When a second warning shot was fired at a distance of 250meters the skiff stopped and returned fire with an automatic weapon. The armed team retaliated resulting in the skiffs aborting the attack and moving away.",Attempted Attack,Fired upon,Steaming,Island Splendor,Tanker,Tanker,Hong Kong,156651,9508861,09:20 UTC,"N04°39',E052°19'",Africa (Somalia),"Hobyo, Somalia",Somalia,2013,4,Island Splendor SPLITTanker SPLITHong Kong SPLIT156651 SPLIT9508861,"04:39N – SPLIT052:19E, SPLITAround 230nm SPLITEast of Hobyo, SPLITSomalia"
Itri - 16/01/2013,16/01/2013,January,Pirates boarded and hijacked the tanker and sailed her to an unknown location and stole the cargo. The pirates released the 16 crew and tanker on 22.01.2013.,Actual Attack,Hijacked,Not stated,Itri,Product Tanker,Tanker,Panama,4094,8914192,22:00,"Abidjan, Ivory Coast",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Abidjan, Ivory Coast",Ivory Coast,2013,2,Itri SPLITProduct Tanker SPLITPanama SPLIT4094 SPLIT8914192,"Abidjan SPLITAnchorage, SPLITIvory Coast"
Iver Exact - 03/04/2013,03/04/2013,April,"Four robbers in a boat came close to board an anchored tanker. The duty officer detected the boat, shouted using loudhailer and flashed light. The watchman blew ship's horn. The robbers noticed the crew alertness and moved away. All crew safe.",Attempted Attack,Attempted,Anchored,Iver Exact,Chemical Tanker,Tanker,Gibraltar,29456,9307982,03:00,"N01°42',E101°25'",South Asia (Excluding Malacca Straits),"Dumai, Indonesia",Indonesia,2013,2,Iver Exact SPLITChemical Tanker SPLITGibraltar SPLIT29456 SPLIT9307982,"01:42N – SPLIT101:25E, Dumai SPLITAnchorage, SPLITIndonesia"
